year;Años;Mes;Código;Ciudad;Género;sexo;PT;T_PET;T_TGP;T_TO;T_TD
2010-1;2010;1;11001;Bogotá;0;mujer;3788;81.5;60.5;51.8;14.4
2010-1;2010;1;11001;Bogotá;1;hombre;3521;79.1;74.6;66.1;11.3
2010-1;2010;1;5001;Medellín;0;mujer;1761;84.3;55.5;45.8;17.6
2010-1;2010;1;5001;Medellín;1;hombre;1586;81.8;72.3;63;12.9
2010-1;2010;1;76001;Cali;0;mujer;1195;81.7;59.6;50.7;15
2010-1;2010;1;76001;Cali;1;hombre;1095;79.4;75;65.8;12.3
2010-1;2010;1;8001;Barranquilla;0;mujer;876;78.9;47.6;41.6;12.7
2010-1;2010;1;8001;Barranquilla;1;hombre;832;76.9;70.6;65.5;7.1
2010-1;2010;1;68001;Bucaramanga;0;mujer;528;82.2;66.4;57.3;13.7
2010-1;2010;1;68013;Bucaramanga;1;hombre;482;79.6;77.5;69.9;9.8
2010-1;2010;1;17001;Manizales;0;mujer;213;84.2;50.4;40.7;19.3
2010-1;2010;1;17001;Manizales;1;hombre;189;81.5;67.3;56.4;16.1
2010-1;2010;1;52001;Pasto;0;mujer;176;81.3;61.4;50.4;17.8
2010-1;2010;1;52001;Pasto;1;hombre;160;79;74;61.5;16.9
2010-1;2010;1;66001;Pereira;0;mujer;312;82.4;54.5;40.8;25.2
2010-1;2010;1;66001;Pereira;1;hombre;281;79.7;74.4;60;19.3
2010-1;2010;1;54001;Cúcuta;0;mujer;306;78;52.8;43.6;17.5
2010-1;2010;1;54001;Cúcuta;1;hombre;367;75.7;74.6;63.2;15.2
2010-1;2010;1;73001;Ibagué;0;mujer;256;80.1;61.4;49.6;19.2
2010-1;2010;1;73001;Ibagué;1;hombre;239;77.7;72.3;60.9;15.7
2010-1;2010;1;23001;Montería;0;mujer;164;78.7;57.9;45.2;21.9
2010-1;2010;1;23001;Montería;1;hombre;147;75.7;72.5;62.9;13.3
2010-1;2010;1;13001;Cartagena;0;mujer;465;78.9;47.4;39.1;17.6
2010-1;2010;1;13001;Cartagena;1;hombre;430;76.6;66.5;61;8.4
2010-1;2010;1;50001;Villavicencio;0;mujer;209;78.6;60.1;51.3;14.6
2010-1;2010;1;50001;Villavicencio;1;hombre;195;76.3;73.9;66.3;10.4
2010-1;2010;1;15001;Tunja;0;mujer;85;79.5;56.2;46.7;16.8
2010-1;2010;1;15001;Tunja;1;hombre;77;76.8;67.2;58.5;12.9
2010-1;2010;1;18001;Florencia;0;mujer;69;75.6;47.6;39.6;16.9
2010-1;2010;1;18001;Florencia;1;hombre;66;73.8;68.3;59.4;13
2010-1;2010;1;19001;Popayán;0;mujer;123;82.9;52.4;40.8;22
2010-1;2010;1;19001;Popayán;1;hombre;112;80.5;66.4;54.3;18.2
2010-1;2010;1;20001;Valledupar;0;mujer;177;76;53.9;45.1;16.5
2010-1;2010;1;20001;Valledupar;1;hombre;162;73.1;73.1;65.6;10.3
2010-1;2010;1;27001;Quibdó;0;mujer;53;69.1;49.2;36.7;25.3
2010-1;2010;1;27001;Quibdó;1;hombre;51;67.1;63.4;55.3;12.7
2010-1;2010;1;41001;Neiva;0;mujer;162;80.5;57.8;48;16.9
2010-1;2010;1;41001;Neiva;1;hombre;147;77.7;72.5;62.3;14.1
2010-1;2010;1;44001;Riohacha;0;mujer;91;70.3;58.7;45.6;22.4
2010-1;2010;1;44001;Riohacha;1;hombre;84;66.7;74.1;66.9;9.8
2010-1;2010;1;47001;Santa Marta;0;mujer;218;75.4;50.1;44.4;11.5
2010-1;2010;1;47001;Santa Marta;1;hombre;204;73.1;69.2;65;6.1
2010-1;2010;1;63001;Armenia;0;mujer;146;81.7;49.3;39.4;19.9
2010-1;2010;1;63001;Armenia;1;hombre;135;79.5;70.3;59.1;15.9
2010-1;2010;1;70001;Sincelejo;0;mujer;122;78.1;42.5;36.1;15.1
2010-1;2010;1;70001;Sincelejo;1;hombre;115;76;70.2;64.4;8.3
2010-2;2010;2;11001;Bogotá;0;mujer;3793;81.5;60.6;53;12.6
2010-2;2010;2;11001;Bogotá;1;hombre;3525;79.1;74.1;66.7;10
2010-2;2010;2;5001;Medellín;0;mujer;1764;84.3;55.4;46;16.9
2010-2;2010;2;5001;Medellín;1;hombre;1588;81.8;71.6;62.2;13.2
2010-2;2010;2;76001;Cali;0;mujer;1196;81.7;61.5;52.2;15.2
2010-2;2010;2;76001;Cali;1;hombre;1096;79.4;75.7;66.7;11.9
2010-2;2010;2;8001;Barranquilla;0;mujer;877;79;47.7;42.3;11.3
2010-2;2010;2;8001;Barranquilla;1;hombre;833;76.9;70.1;65.6;6.5
2010-2;2010;2;68002;Bucaramanga;0;mujer;529;82.2;66.8;59.3;11.2
2010-2;2010;2;68014;Bucaramanga;1;hombre;483;79.7;78.4;71.9;8.3
2010-2;2010;2;17001;Manizales;0;mujer;213;84.2;50.4;41;18.7
2010-2;2010;2;17001;Manizales;1;hombre;189;81.5;67.5;57.5;14.8
2010-2;2010;2;52001;Pasto;0;mujer;177;81.3;60.8;50.2;17.5
2010-2;2010;2;52001;Pasto;1;hombre;160;79;72.5;60.6;16.4
2010-2;2010;2;66001;Pereira;0;mujer;313;82.5;53.5;40.2;24.9
2010-2;2010;2;66001;Pereira;1;hombre;281;79.7;74.1;60.2;18.8
2010-2;2010;2;54001;Cúcuta;0;mujer;307;78;52.4;42.8;18.3
2010-2;2010;2;54001;Cúcuta;1;hombre;368;75.8;74.4;64.3;13.5
2010-2;2010;2;73001;Ibagué;0;mujer;256;80.2;60.7;49.8;18
2010-2;2010;2;73001;Ibagué;1;hombre;239;77.7;71.3;60.6;15.1
2010-2;2010;2;23001;Montería;0;mujer;165;78.7;57.9;46;20.5
2010-2;2010;2;23001;Montería;1;hombre;148;75.8;72;63;12.4
2010-2;2010;2;13001;Cartagena;0;mujer;465;78.9;48;39.4;17.9
2010-2;2010;2;13001;Cartagena;1;hombre;430;76.6;66;60.6;8.2
2010-2;2010;2;50001;Villavicencio;0;mujer;210;78.6;59.6;51.6;13.5
2010-2;2010;2;50001;Villavicencio;1;hombre;195;76.4;75.2;67.8;9.7
2010-2;2010;2;15001;Tunja;0;mujer;86;79.6;56.4;48.1;14.7
2010-2;2010;2;15001;Tunja;1;hombre;77;76.8;68;58.4;14.1
2010-2;2010;2;18001;Florencia;0;mujer;69;75.7;48.7;40.7;16.4
2010-2;2010;2;18001;Florencia;1;hombre;66;73.9;68.3;60.4;11.4
2010-2;2010;2;19001;Popayán;0;mujer;123;82.9;54.3;43;20.7
2010-2;2010;2;19001;Popayán;1;hombre;112;80.5;65.8;54.6;17.1
2010-2;2010;2;20001;Valledupar;0;mujer;177;76;55.3;47;15
2010-2;2010;2;20001;Valledupar;1;hombre;163;73.1;73.6;65.8;10.6
2010-2;2010;2;27001;Quibdó;0;mujer;53;69.1;48.2;37.2;22.9
2010-2;2010;2;27001;Quibdó;1;hombre;51;67.1;62.3;54.5;12.5
2010-2;2010;2;41001;Neiva;0;mujer;162;80.5;58.4;49.7;14.9
2010-2;2010;2;41001;Neiva;1;hombre;148;77.7;72.7;63.7;12.4
2010-2;2010;2;44001;Riohacha;0;mujer;91;70.3;59.8;48.1;19.5
2010-2;2010;2;44001;Riohacha;1;hombre;84;66.7;73.3;66.3;9.6
2010-2;2010;2;47001;Santa Marta;0;mujer;219;75.4;49.6;44.8;9.8
2010-2;2010;2;47001;Santa Marta;1;hombre;205;73.2;67.8;64.2;5.3
2010-2;2010;2;63001;Armenia;0;mujer;146;81.8;49.5;39.7;19.8
2010-2;2010;2;63001;Armenia;1;hombre;135;79.5;70.3;58.9;16.1
2010-2;2010;2;70001;Sincelejo;0;mujer;122;78.1;43;37.7;12.4
2010-2;2010;2;70001;Sincelejo;1;hombre;115;76.1;70.1;64.8;7.5
2010-3;2010;3;11001;Bogotá;0;mujer;3797;81.5;60.2;53;11.9
2010-3;2010;3;11001;Bogotá;1;hombre;3529;79.2;75;67.4;10.1
2010-3;2010;3;5001;Medellín;0;mujer;1766;84.3;55.1;46.1;16.3
2010-3;2010;3;5001;Medellín;1;hombre;1590;81.9;71.6;62.6;12.6
2010-3;2010;3;76001;Cali;0;mujer;1197;81.8;61.6;51.2;16.9
2010-3;2010;3;76001;Cali;1;hombre;1097;79.4;76.4;66.8;12.6
2010-3;2010;3;8001;Barranquilla;0;mujer;878;79;45.9;41.1;10.3
2010-3;2010;3;8001;Barranquilla;1;hombre;834;76.9;68.8;64.7;5.9
2010-3;2010;3;68003;Bucaramanga;0;mujer;529;82.2;67.4;60.1;10.9
2010-3;2010;3;68015;Bucaramanga;1;hombre;483;79.7;78.5;72;8.3
2010-3;2010;3;17001;Manizales;0;mujer;213;84.2;51.9;43;17.1
2010-3;2010;3;17001;Manizales;1;hombre;189;81.6;67.6;58;14.1
2010-3;2010;3;52001;Pasto;0;mujer;177;81.3;59.7;49.2;17.7
2010-3;2010;3;52001;Pasto;1;hombre;161;79.1;71.9;60.3;16.2
2010-3;2010;3;66001;Pereira;0;mujer;313;82.5;54.9;41.3;24.9
2010-3;2010;3;66001;Pereira;1;hombre;281;79.8;72.9;59.7;18.1
2010-3;2010;3;54001;Cúcuta;0;mujer;307;78.1;53.4;44.9;15.9
2010-3;2010;3;54001;Cúcuta;1;hombre;368;75.8;74.4;65.4;12.1
2010-3;2010;3;73001;Ibagué;0;mujer;256;80.2;58.9;48.4;17.8
2010-3;2010;3;73001;Ibagué;1;hombre;239;77.8;72.4;62.2;14.1
2010-3;2010;3;23001;Montería;0;mujer;165;78.7;58.6;47.6;18.8
2010-3;2010;3;23001;Montería;1;hombre;148;75.8;74.1;65.4;11.7
2010-3;2010;3;13001;Cartagena;0;mujer;466;79;47.9;39.3;18.1
2010-3;2010;3;13001;Cartagena;1;hombre;431;76.7;65.7;59.7;9.1
2010-3;2010;3;50001;Villavicencio;0;mujer;210;78.6;58.3;50.3;13.6
2010-3;2010;3;50001;Villavicencio;1;hombre;196;76.4;75;66.9;10.8
2010-3;2010;3;15001;Tunja;0;mujer;86;79.6;57.6;50.4;12.6
2010-3;2010;3;15001;Tunja;1;hombre;77;76.8;68.1;58.7;13.8
2010-3;2010;3;18001;Florencia;0;mujer;69;75.7;47.9;40.3;15.9
2010-3;2010;3;18001;Florencia;1;hombre;66;73.9;68.3;60.6;11.3
2010-3;2010;3;19001;Popayán;0;mujer;123;82.9;52.5;41.8;20.4
2010-3;2010;3;19001;Popayán;1;hombre;112;80.6;66;55.2;16.4
2010-3;2010;3;20001;Valledupar;0;mujer;177;76;54;45.9;14.9
2010-3;2010;3;20001;Valledupar;1;hombre;163;73.2;72.6;65.1;10.4
2010-3;2010;3;27001;Quibdó;0;mujer;53;69.1;49.2;38;22.9
2010-3;2010;3;27001;Quibdó;1;hombre;51;67.1;63.2;56.1;11.2
2010-3;2010;3;41001;Neiva;0;mujer;163;80.6;57.4;49.5;13.8
2010-3;2010;3;41001;Neiva;1;hombre;148;77.8;72.2;63.9;11.5
2010-3;2010;3;44001;Riohacha;0;mujer;92;70.3;60.4;50.5;16.4
2010-3;2010;3;44001;Riohacha;1;hombre;85;66.7;73.8;66.9;9.2
2010-3;2010;3;47001;Santa Marta;0;mujer;219;75.4;50.8;45.8;9.8
2010-3;2010;3;47001;Santa Marta;1;hombre;205;73.2;69.1;64.9;6
2010-3;2010;3;63001;Armenia;0;mujer;146;81.8;49.5;39.8;19.7
2010-3;2010;3;63001;Armenia;1;hombre;135;79.5;69.2;56.8;18
2010-3;2010;3;70001;Sincelejo;0;mujer;122;78.2;43.4;38.3;11.8
2010-3;2010;3;70001;Sincelejo;1;hombre;115;76.1;69.8;64.9;7
2010-4;2010;4;11001;Bogotá;0;mujer;3801;81.5;60.7;53.4;12
2010-4;2010;4;11001;Bogotá;1;hombre;3534;79.2;75.4;67.5;10.5
2010-4;2010;4;5001;Medellín;0;mujer;1768;84.3;55.5;46.6;15.9
2010-4;2010;4;5001;Medellín;1;hombre;1592;81.9;72.4;62.6;13.5
2010-4;2010;4;76001;Cali;0;mujer;1198;81.8;61.1;50.4;17.5
2010-4;2010;4;76001;Cali;1;hombre;1098;79.5;77.2;67.7;12.4
2010-4;2010;4;8001;Barranquilla;0;mujer;879;79;44.9;40.1;10.5
2010-4;2010;4;8001;Barranquilla;1;hombre;835;77;68;64.2;5.6
2010-4;2010;4;68004;Bucaramanga;0;mujer;529;82.3;67.8;60;11.5
2010-4;2010;4;68016;Bucaramanga;1;hombre;484;79.8;79.6;73;8.3
2010-4;2010;4;17001;Manizales;0;mujer;213;84.2;51.3;42.8;16.5
2010-4;2010;4;17001;Manizales;1;hombre;190;81.6;68.7;58.3;15.1
2010-4;2010;4;52001;Pasto;0;mujer;177;81.4;60;48.9;18.6
2010-4;2010;4;52001;Pasto;1;hombre;161;79.1;72.1;61;15.4
2010-4;2010;4;66001;Pereira;0;mujer;313;82.5;54.4;40.9;24.8
2010-4;2010;4;66001;Pereira;1;hombre;281;79.8;74.4;61.1;17.9
2010-4;2010;4;54001;Cúcuta;0;mujer;308;78.1;54.1;46.2;14.5
2010-4;2010;4;54001;Cúcuta;1;hombre;369;75.9;73.1;63.8;12.7
2010-4;2010;4;73001;Ibagué;0;mujer;257;80.2;58.9;48.8;17
2010-4;2010;4;73001;Ibagué;1;hombre;239;77.8;72.9;62.9;13.7
2010-4;2010;4;23001;Montería;0;mujer;165;78.7;60.1;48.7;19
2010-4;2010;4;23001;Montería;1;hombre;148;75.8;75.4;66.2;12.3
2010-4;2010;4;13001;Cartagena;0;mujer;466;79;46.8;38.4;18
2010-4;2010;4;13001;Cartagena;1;hombre;431;76.7;66.7;61;8.5
2010-4;2010;4;50001;Villavicencio;0;mujer;211;78.7;56.4;48.8;13.4
2010-4;2010;4;50001;Villavicencio;1;hombre;196;76.4;74.2;66.1;10.9
2010-4;2010;4;15001;Tunja;0;mujer;86;79.6;57.1;49.7;13
2010-4;2010;4;15001;Tunja;1;hombre;77;76.9;67.4;57.1;15.2
2010-4;2010;4;18001;Florencia;0;mujer;70;75.7;48;40;16.7
2010-4;2010;4;18001;Florencia;1;hombre;66;74;67.4;59.5;11.8
2010-4;2010;4;19001;Popayán;0;mujer;123;83;52.2;41.4;20.6
2010-4;2010;4;19001;Popayán;1;hombre;112;80.6;66.9;56.3;15.8
2010-4;2010;4;20001;Valledupar;0;mujer;178;76.1;53.2;45.6;14.4
2010-4;2010;4;20001;Valledupar;1;hombre;163;73.2;72.8;66;9.4
2010-4;2010;4;27001;Quibdó;0;mujer;53;69.2;50.6;40;20.8
2010-4;2010;4;27001;Quibdó;1;hombre;52;67.2;66.3;59.1;10.9
2010-4;2010;4;41001;Neiva;0;mujer;163;80.6;56.5;48.9;13.5
2010-4;2010;4;41001;Neiva;1;hombre;148;77.8;71.6;63.4;11.4
2010-4;2010;4;44001;Riohacha;0;mujer;92;70.3;60.1;51.2;14.8
2010-4;2010;4;44001;Riohacha;1;hombre;85;66.7;75.4;69;8.4
2010-4;2010;4;47001;Santa Marta;0;mujer;219;75.4;51.8;45.8;11.7
2010-4;2010;4;47001;Santa Marta;1;hombre;205;73.2;69.7;65.3;6.2
2010-4;2010;4;63001;Armenia;0;mujer;146;81.8;50.1;39.7;20.7
2010-4;2010;4;63001;Armenia;1;hombre;135;79.5;68.3;56.5;17.4
2010-4;2010;4;70001;Sincelejo;0;mujer;122;78.2;43.1;37.8;12.4
2010-4;2010;4;70001;Sincelejo;1;hombre;116;76.1;70.2;65.4;6.9
2010-5;2010;5;11001;Bogotá;0;mujer;3805;81.6;61.6;53.6;13
2010-5;2010;5;11001;Bogotá;1;hombre;3538;79.2;75.8;67.9;10.4
2010-5;2010;5;5001;Medellín;0;mujer;1770;84.4;55.9;47.2;15.6
2010-5;2010;5;5001;Medellín;1;hombre;1594;81.9;73.2;63.4;13.4
2010-5;2010;5;76001;Cali;0;mujer;1199;81.8;60.6;49.9;17.7
2010-5;2010;5;76001;Cali;1;hombre;1099;79.5;77.3;67.4;12.8
2010-5;2010;5;8001;Barranquilla;0;mujer;880;79;44;38.7;12.1
2010-5;2010;5;8001;Barranquilla;1;hombre;836;77;68.8;64.3;6.5
2010-5;2010;5;68005;Bucaramanga;0;mujer;530;82.3;66.1;57.2;13.4
2010-5;2010;5;68017;Bucaramanga;1;hombre;484;79.8;78.9;72.3;8.4
2010-5;2010;5;17001;Manizales;0;mujer;213;84.2;51.3;42.1;17.9
2010-5;2010;5;17001;Manizales;1;hombre;190;81.6;68.1;57.6;15.4
2010-5;2010;5;52001;Pasto;0;mujer;177;81.4;61.1;50.5;17.3
2010-5;2010;5;52001;Pasto;1;hombre;161;79.2;71.9;61.3;14.8
2010-5;2010;5;66001;Pereira;0;mujer;313;82.5;56.2;42.5;24.4
2010-5;2010;5;66001;Pereira;1;hombre;281;79.8;75.2;62.1;17.4
2010-5;2010;5;54001;Cúcuta;0;mujer;308;78.1;53.9;46.6;13.4
2010-5;2010;5;54001;Cúcuta;1;hombre;369;75.9;73.5;64.4;12.3
2010-5;2010;5;73001;Ibagué;0;mujer;257;80.2;59.8;49.1;17.9
2010-5;2010;5;73001;Ibagué;1;hombre;239;77.8;73.9;62.5;15.4
2010-5;2010;5;23001;Montería;0;mujer;165;78.8;62.2;50.8;18.3
2010-5;2010;5;23001;Montería;1;hombre;148;75.9;77;68.3;11.3
2010-5;2010;5;13001;Cartagena;0;mujer;467;79;47.7;39.9;16.5
2010-5;2010;5;13001;Cartagena;1;hombre;432;76.8;67.4;61.4;8.9
2010-5;2010;5;50001;Villavicencio;0;mujer;211;78.7;54.8;47.1;14
2010-5;2010;5;50001;Villavicencio;1;hombre;196;76.4;74.3;65.8;11.5
2010-5;2010;5;15001;Tunja;0;mujer;86;79.7;57.1;49.3;13.6
2010-5;2010;5;15001;Tunja;1;hombre;77;76.9;66.9;58.2;13.1
2010-5;2010;5;18001;Florencia;0;mujer;70;75.8;47.7;39.1;18.1
2010-5;2010;5;18001;Florencia;1;hombre;66;74;67.6;60.1;11
2010-5;2010;5;19001;Popayán;0;mujer;123;83;52.1;41;21.3
2010-5;2010;5;19001;Popayán;1;hombre;112;80.7;67.4;56.4;16.3
2010-5;2010;5;20001;Valledupar;0;mujer;178;76.1;53.1;45.7;14
2010-5;2010;5;20001;Valledupar;1;hombre;164;73.2;71.6;64.9;9.4
2010-5;2010;5;27001;Quibdó;0;mujer;53;69.2;50.8;40.5;20.4
2010-5;2010;5;27001;Quibdó;1;hombre;52;67.2;67.8;60.7;10.5
2010-5;2010;5;41001;Neiva;0;mujer;163;80.6;56.7;49;13.7
2010-5;2010;5;41001;Neiva;1;hombre;148;77.9;71.9;63.6;11.5
2010-5;2010;5;44001;Riohacha;0;mujer;92;70.3;59.5;51.4;13.6
2010-5;2010;5;44001;Riohacha;1;hombre;85;66.7;75.2;69.1;8.1
2010-5;2010;5;47001;Santa Marta;0;mujer;220;75.5;52;44.6;14.2
2010-5;2010;5;47001;Santa Marta;1;hombre;206;73.3;70.7;66.1;6.5
2010-5;2010;5;63001;Armenia;0;mujer;146;81.8;51.2;41.1;19.7
2010-5;2010;5;63001;Armenia;1;hombre;135;79.6;69;57.9;16
2010-5;2010;5;70001;Sincelejo;0;mujer;123;78.2;44.8;38;15.2
2010-5;2010;5;70001;Sincelejo;1;hombre;116;76.2;69.3;63.9;7.8
2010-6;2010;6;11001;Bogotá;0;mujer;3810;81.6;62.3;54.4;12.7
2010-6;2010;6;11001;Bogotá;1;hombre;3542;79.3;74.9;68;9.3
2010-6;2010;6;5001;Medellín;0;mujer;1772;84.4;56.5;47.4;16.1
2010-6;2010;6;5001;Medellín;1;hombre;1595;81.9;73.4;64;12.7
2010-6;2010;6;76001;Cali;0;mujer;1201;81.8;60;50.1;16.4
2010-6;2010;6;76001;Cali;1;hombre;1100;79.5;75.9;67.2;11.5
2010-6;2010;6;8001;Barranquilla;0;mujer;881;79.1;45.4;39;14.2
2010-6;2010;6;8001;Barranquilla;1;hombre;837;77;70.2;64.5;8.1
2010-6;2010;6;68006;Bucaramanga;0;mujer;530;82.3;65.4;56.2;14
2010-6;2010;6;68018;Bucaramanga;1;hombre;484;79.8;78.7;71.3;9.4
2010-6;2010;6;17001;Manizales;0;mujer;213;84.3;50.1;40.7;18.7
2010-6;2010;6;17001;Manizales;1;hombre;190;81.6;68.6;57.9;15.6
2010-6;2010;6;52001;Pasto;0;mujer;178;81.4;62.3;52;16.6
2010-6;2010;6;52001;Pasto;1;hombre;161;79.2;73.7;63.2;14.3
2010-6;2010;6;66001;Pereira;0;mujer;314;82.6;56.8;42.8;24.6
2010-6;2010;6;66001;Pereira;1;hombre;282;79.8;75.5;61.5;18.5
2010-6;2010;6;54001;Cúcuta;0;mujer;309;78.2;53.8;46.2;14.2
2010-6;2010;6;54001;Cúcuta;1;hombre;369;75.9;72.4;63.2;12.6
2010-6;2010;6;73001;Ibagué;0;mujer;257;80.3;61.2;48.9;20.1
2010-6;2010;6;73001;Ibagué;1;hombre;240;77.9;73.9;61.7;16.5
2010-6;2010;6;23001;Montería;0;mujer;165;78.8;63.5;52.4;17.3
2010-6;2010;6;23001;Montería;1;hombre;148;75.9;77.5;68.4;11.7
2010-6;2010;6;13001;Cartagena;0;mujer;467;79.1;47.8;40.2;16
2010-6;2010;6;13001;Cartagena;1;hombre;432;76.8;68.5;61.6;10
2010-6;2010;6;50001;Villavicencio;0;mujer;212;78.7;55.6;47.9;13.9
2010-6;2010;6;50001;Villavicencio;1;hombre;197;76.5;74.8;67.3;10
2010-6;2010;6;15001;Tunja;0;mujer;86;79.7;56.5;48.5;14.2
2010-6;2010;6;15001;Tunja;1;hombre;78;77;66.5;58.6;12
2010-6;2010;6;18001;Florencia;0;mujer;70;75.8;48.3;40.1;16.9
2010-6;2010;6;18001;Florencia;1;hombre;66;74;68.5;60.9;11.2
2010-6;2010;6;19001;Popayán;0;mujer;123;83;52.6;41.3;21.5
2010-6;2010;6;19001;Popayán;1;hombre;112;80.7;67.2;56.2;16.4
2010-6;2010;6;20001;Valledupar;0;mujer;178;76.1;54.7;46.9;14.3
2010-6;2010;6;20001;Valledupar;1;hombre;164;73.3;71.5;64.8;9.4
2010-6;2010;6;27001;Quibdó;0;mujer;53;69.2;52.1;42.6;18.2
2010-6;2010;6;27001;Quibdó;1;hombre;52;67.2;66.2;58.2;12.1
2010-6;2010;6;41001;Neiva;0;mujer;163;80.7;56.1;48.6;13.3
2010-6;2010;6;41001;Neiva;1;hombre;148;77.9;72.2;63.5;12.1
2010-6;2010;6;44001;Riohacha;0;mujer;93;70.3;58.8;50.7;13.8
2010-6;2010;6;44001;Riohacha;1;hombre;86;66.7;75;69.1;7.8
2010-6;2010;6;47001;Santa Marta;0;mujer;220;75.5;51.1;43;15.9
2010-6;2010;6;47001;Santa Marta;1;hombre;206;73.3;69.8;65.5;6.2
2010-6;2010;6;63001;Armenia;0;mujer;146;81.9;50.3;40.4;19.8
2010-6;2010;6;63001;Armenia;1;hombre;135;79.6;69.9;59.5;14.9
2010-6;2010;6;70001;Sincelejo;0;mujer;123;78.3;46.8;39.4;15.7
2010-6;2010;6;70001;Sincelejo;1;hombre;116;76.2;70.5;64.4;8.6
2010-7;2010;7;11001;Bogotá;0;mujer;3814;81.6;63.1;55.2;12.5
2010-7;2010;7;11001;Bogotá;1;hombre;3547;79.3;75.1;68.9;8.2
2010-7;2010;7;5001;Medellín;0;mujer;1774;84.4;57.5;48.7;15.3
2010-7;2010;7;5001;Medellín;1;hombre;1597;82;73.5;64.6;12.1
2010-7;2010;7;76001;Cali;0;mujer;1202;81.9;60.5;51;15.6
2010-7;2010;7;76001;Cali;1;hombre;1101;79.6;75.5;66.4;12.1
2010-7;2010;7;8001;Barranquilla;0;mujer;882;79.1;48.7;42.3;13.2
2010-7;2010;7;8001;Barranquilla;1;hombre;838;77.1;71.4;65.6;8.1
2010-7;2010;7;68007;Bucaramanga;0;mujer;530;82.4;63.7;55.3;13.2
2010-7;2010;7;68019;Bucaramanga;1;hombre;485;79.9;77.4;69.2;10.5
2010-7;2010;7;17001;Manizales;0;mujer;213;84.3;49.1;39.8;19
2010-7;2010;7;17001;Manizales;1;hombre;190;81.6;68;57.8;14.9
2010-7;2010;7;52001;Pasto;0;mujer;178;81.5;62;52.1;15.9
2010-7;2010;7;52001;Pasto;1;hombre;161;79.2;73.2;62.8;14.2
2010-7;2010;7;66001;Pereira;0;mujer;314;82.6;56.6;43.6;23
2010-7;2010;7;66001;Pereira;1;hombre;282;79.9;75.2;61.4;18.4
2010-7;2010;7;54001;Cúcuta;0;mujer;309;78.2;53;44.9;15.4
2010-7;2010;7;54001;Cúcuta;1;hombre;370;76;72.6;64.2;11.5
2010-7;2010;7;73001;Ibagué;0;mujer;257;80.3;62;48.6;21.6
2010-7;2010;7;73001;Ibagué;1;hombre;240;77.9;73.7;60.8;17.6
2010-7;2010;7;23001;Montería;0;mujer;166;78.8;63.8;53.3;16.5
2010-7;2010;7;23001;Montería;1;hombre;149;75.9;77.6;67.9;12.5
2010-7;2010;7;13001;Cartagena;0;mujer;468;79.1;47.7;40.6;14.9
2010-7;2010;7;13001;Cartagena;1;hombre;433;76.8;68.4;61.5;10.1
2010-7;2010;7;50001;Villavicencio;0;mujer;212;78.7;56.3;48.1;14.5
2010-7;2010;7;50001;Villavicencio;1;hombre;197;76.5;75.3;68.3;9.3
2010-7;2010;7;15001;Tunja;0;mujer;86;79.7;57.2;49.5;13.5
2010-7;2010;7;15001;Tunja;1;hombre;78;77;68.5;60.7;11.4
2010-7;2010;7;18001;Florencia;0;mujer;70;75.8;49.3;41.5;15.9
2010-7;2010;7;18001;Florencia;1;hombre;66;74;69.3;62.2;10.3
2010-7;2010;7;19001;Popayán;0;mujer;124;83;52.4;41.4;21.1
2010-7;2010;7;19001;Popayán;1;hombre;112;80.7;67.4;56.9;15.7
2010-7;2010;7;20001;Valledupar;0;mujer;179;76.2;56.4;47.9;15
2010-7;2010;7;20001;Valledupar;1;hombre;164;73.3;71.4;64.7;9.4
2010-7;2010;7;27001;Quibdó;0;mujer;53;69.2;49.8;40.6;18.5
2010-7;2010;7;27001;Quibdó;1;hombre;52;67.3;63.6;55.1;13.3
2010-7;2010;7;41001;Neiva;0;mujer;163;80.7;57.4;50.2;12.5
2010-7;2010;7;41001;Neiva;1;hombre;148;78;72.8;64.2;11.8
2010-7;2010;7;44001;Riohacha;0;mujer;93;70.3;57.4;49.5;13.8
2010-7;2010;7;44001;Riohacha;1;hombre;86;66.7;74.8;69.3;7.4
2010-7;2010;7;47001;Santa Marta;0;mujer;220;75.5;51.3;43.4;15.4
2010-7;2010;7;47001;Santa Marta;1;hombre;206;73.3;70.3;66.7;5.2
2010-7;2010;7;63001;Armenia;0;mujer;146;81.9;51;41.7;18.3
2010-7;2010;7;63001;Armenia;1;hombre;135;79.6;72.4;62.3;13.9
2010-7;2010;7;70001;Sincelejo;0;mujer;123;78.3;48.6;40.8;16.2
2010-7;2010;7;70001;Sincelejo;1;hombre;116;76.3;70.4;64.3;8.6
2010-8;2010;8;11001;Bogotá;0;mujer;3818;81.6;63.7;56.5;11.2
2010-8;2010;8;11001;Bogotá;1;hombre;3551;79.3;75.6;70.1;7.2
2010-8;2010;8;5001;Medellín;0;mujer;1776;84.4;57.7;48.7;15.6
2010-8;2010;8;5001;Medellín;1;hombre;1599;82;73;65;11
2010-8;2010;8;76001;Cali;0;mujer;1203;81.9;60;51.6;13.9
2010-8;2010;8;76001;Cali;1;hombre;1102;79.6;74.9;65.6;12.4
2010-8;2010;8;8001;Barranquilla;0;mujer;883;79.1;51.2;44.6;12.9
2010-8;2010;8;8001;Barranquilla;1;hombre;839;77.1;71.6;65.9;7.9
2010-8;2010;8;68008;Bucaramanga;0;mujer;531;82.4;63;55.6;11.8
