year;Años;Mes;Código;Ciudad;Género;sexo;PT;T_PET;T_TGP;T_TO;T_TD
2012-2;2012;2;41001;Neiva;0;mujer;165;81.3;59.4;49.8;16.1
2012-2;2012;2;41001;Neiva;1;hombre;150;78.7;72;64.3;10.7
2012-2;2012;2;44001;Riohacha;0;mujer;100;70.4;60.4;49.1;18.7
2012-2;2012;2;44001;Riohacha;1;hombre;93;66.7;76;69.4;8.6
2012-2;2012;2;47001;Santa Marta;0;mujer;227;76.1;54.2;46.6;14.1
2012-2;2012;2;47001;Santa Marta;1;hombre;213;74;71.3;66.5;6.7
2012-2;2012;2;63001;Armenia;0;mujer;147;82.2;54.4;44.3;18.5
2012-2;2012;2;63001;Armenia;1;hombre;136;80;72.4;63;12.9
2012-2;2012;2;70001;Sincelejo;0;mujer;126;78.9;56.2;47.2;15.9
2012-2;2012;2;70001;Sincelejo;1;hombre;119;76.9;74.8;68.3;8.8
2012-3;2012;3;11001;Bogotá;0;mujer;3899;82.1;65.8;58.6;11
2012-3;2012;3;11001;Bogotá;1;hombre;3634;79.8;78.9;72.5;8.1
2012-3;2012;3;5001;Medellín;0;mujer;1815;84.8;56.9;48.3;15.1
2012-3;2012;3;5001;Medellín;1;hombre;1635;82.4;74.8;66.4;11.3
2012-3;2012;3;76001;Cali;0;mujer;1226;82.4;60;50.5;15.9
2012-3;2012;3;76001;Cali;1;hombre;1123;80.1;73.8;63.9;13.4
2012-3;2012;3;8001;Barranquilla;0;mujer;901;79.6;49.8;44.7;10.1
2012-3;2012;3;8001;Barranquilla;1;hombre;857;77.7;71.8;67.6;5.8
2012-3;2012;3;68051;Bucaramanga;0;mujer;538;82.9;63.3;55.4;12.5
2012-3;2012;3;68063;Bucaramanga;1;hombre;493;80.5;77.7;71.2;8.4
2012-3;2012;3;17001;Manizales;0;mujer;215;84.6;51.1;44.2;13.5
2012-3;2012;3;17001;Manizales;1;hombre;192;82;67.1;58.9;12.1
2012-3;2012;3;52001;Pasto;0;mujer;182;82.2;62.8;54.9;12.6
2012-3;2012;3;52001;Pasto;1;hombre;166;80;73.4;64.5;12.1
2012-3;2012;3;66001;Pereira;0;mujer;318;83.1;56.3;46;18.2
2012-3;2012;3;66001;Pereira;1;hombre;285;80.3;76.3;65.6;14
2012-3;2012;3;54001;Cúcuta;0;mujer;318;78.9;59.7;48;19.6
2012-3;2012;3;54001;Cúcuta;1;hombre;377;76.7;77.5;66.9;13.7
2012-3;2012;3;73001;Ibagué;0;mujer;262;80.9;61.8;51.1;17.3
2012-3;2012;3;73001;Ibagué;1;hombre;244;78.6;74.3;64.4;13.3
2012-3;2012;3;23001;Montería;0;mujer;170;79.3;60.2;50.6;15.9
2012-3;2012;3;23001;Montería;1;hombre;153;76.5;75.1;67.2;10.5
2012-3;2012;3;13001;Cartagena;0;mujer;478;79.7;50.4;43.3;14.2
2012-3;2012;3;13001;Cartagena;1;hombre;443;77.5;70.2;65.7;6.3
2012-3;2012;3;50001;Villavicencio;0;mujer;221;79.2;58.8;49.5;15.8
2012-3;2012;3;50001;Villavicencio;1;hombre;206;76.9;76.7;68.4;10.9
2012-3;2012;3;15001;Tunja;0;mujer;89;80.4;57.7;50;13.3
2012-3;2012;3;15001;Tunja;1;hombre;81;77.8;67.6;60.4;10.7
2012-3;2012;3;18001;Florencia;0;mujer;72;76.5;51.9;43.5;16.3
2012-3;2012;3;18001;Florencia;1;hombre;69;74.7;68.5;61;11
2012-3;2012;3;19001;Popayán;0;mujer;125;83.6;52;41.6;20.1
2012-3;2012;3;19001;Popayán;1;hombre;114;81.4;68.7;58.1;15.5
2012-3;2012;3;20001;Valledupar;0;mujer;186;76.8;55.8;48.8;12.5
2012-3;2012;3;20001;Valledupar;1;hombre;172;74.2;74.4;68;8.6
2012-3;2012;3;27001;Quibdó;0;mujer;54;69.6;52.8;40.4;23.5
2012-3;2012;3;27001;Quibdó;1;hombre;52;67.8;65.8;55.9;15
2012-3;2012;3;41001;Neiva;0;mujer;165;81.4;58.5;49.9;14.7
2012-3;2012;3;41001;Neiva;1;hombre;150;78.8;72;64.4;10.6
2012-3;2012;3;44001;Riohacha;0;mujer;100;70.4;62.5;52.1;16.6
2012-3;2012;3;44001;Riohacha;1;hombre;93;66.8;76;69.8;8.1
2012-3;2012;3;47001;Santa Marta;0;mujer;227;76.1;54;46.7;13.5
2012-3;2012;3;47001;Santa Marta;1;hombre;213;74;71.7;66.8;6.8
2012-3;2012;3;63001;Armenia;0;mujer;148;82.2;53.7;44.5;17.2
2012-3;2012;3;63001;Armenia;1;hombre;136;80;72.2;63.6;11.9
2012-3;2012;3;70001;Sincelejo;0;mujer;126;78.9;56.5;47.7;15.6
2012-3;2012;3;70001;Sincelejo;1;hombre;119;77;74.4;68.1;8.5
2012-4;2012;4;11001;Bogotá;0;mujer;3904;82.1;67;59.3;11.5
2012-4;2012;4;11001;Bogotá;1;hombre;3639;79.8;77.8;71.6;7.9
2012-4;2012;4;5001;Medellín;0;mujer;1817;84.8;57;48.4;15.1
2012-4;2012;4;5001;Medellín;1;hombre;1637;82.5;74.5;65.8;11.7
2012-4;2012;4;76001;Cali;0;mujer;1227;82.4;59.6;49.9;16.3
2012-4;2012;4;76001;Cali;1;hombre;1124;80.1;74.1;64.9;12.4
2012-4;2012;4;8001;Barranquilla;0;mujer;902;79.6;51;45.1;11.6
2012-4;2012;4;8001;Barranquilla;1;hombre;858;77.7;72.2;67.6;6.4
2012-4;2012;4;68052;Bucaramanga;0;mujer;538;82.9;64;55.5;13.4
2012-4;2012;4;68064;Bucaramanga;1;hombre;494;80.5;77.5;70.7;8.7
2012-4;2012;4;17001;Manizales;0;mujer;215;84.6;51.7;44.2;14.6
2012-4;2012;4;17001;Manizales;1;hombre;192;82;67.1;59.3;11.7
2012-4;2012;4;52001;Pasto;0;mujer;182;82.3;63;55.6;11.7
2012-4;2012;4;52001;Pasto;1;hombre;166;80.1;74.9;65.6;12.5
2012-4;2012;4;66001;Pereira;0;mujer;318;83.1;56;46.2;17.5
2012-4;2012;4;66001;Pereira;1;hombre;286;80.4;75.9;65;14.3
2012-4;2012;4;54001;Cúcuta;0;mujer;319;78.9;60.2;48.5;19.5
2012-4;2012;4;54001;Cúcuta;1;hombre;377;76.8;77.5;67;13.5
2012-4;2012;4;73001;Ibagué;0;mujer;262;80.9;62.9;52.5;16.5
2012-4;2012;4;73001;Ibagué;1;hombre;244;78.6;73.7;65.3;11.4
2012-4;2012;4;23001;Montería;0;mujer;171;79.3;61.4;51.5;16
2012-4;2012;4;23001;Montería;1;hombre;153;76.5;75.8;67.9;10.4
2012-4;2012;4;13001;Cartagena;0;mujer;478;79.7;48.8;42.4;13.1
2012-4;2012;4;13001;Cartagena;1;hombre;444;77.5;71.1;66.3;6.8
2012-4;2012;4;50001;Villavicencio;0;mujer;221;79.2;59;50.5;14.4
2012-4;2012;4;50001;Villavicencio;1;hombre;206;77;77.5;68.5;11.7
2012-4;2012;4;15001;Tunja;0;mujer;89;80.5;56.8;48.8;14.1
2012-4;2012;4;15001;Tunja;1;hombre;81;77.8;68.4;60.8;11.1
2012-4;2012;4;18001;Florencia;0;mujer;73;76.5;49.4;41.7;15.6
2012-4;2012;4;18001;Florencia;1;hombre;69;74.8;68.4;60.3;11.8
2012-4;2012;4;19001;Popayán;0;mujer;126;83.7;51.6;41.1;20.4
2012-4;2012;4;19001;Popayán;1;hombre;114;81.4;65.6;55.4;15.6
2012-4;2012;4;20001;Valledupar;0;mujer;187;76.9;56.1;49;12.7
2012-4;2012;4;20001;Valledupar;1;hombre;172;74.2;75.2;69.3;7.9
2012-4;2012;4;27001;Quibdó;0;mujer;54;69.6;54.4;42.3;22.2
2012-4;2012;4;27001;Quibdó;1;hombre;52;67.9;67.1;56.7;15.4
2012-4;2012;4;41001;Neiva;0;mujer;165;81.4;58.4;50.1;14.2
2012-4;2012;4;41001;Neiva;1;hombre;150;78.8;73.5;65.6;10.7
2012-4;2012;4;44001;Riohacha;0;mujer;101;70.4;62;51.7;16.6
2012-4;2012;4;44001;Riohacha;1;hombre;93;66.8;76.4;70.2;8.2
2012-4;2012;4;47001;Santa Marta;0;mujer;227;76.2;55.2;47.9;13.3
2012-4;2012;4;47001;Santa Marta;1;hombre;214;74.1;71.2;66.8;6.2
2012-4;2012;4;63001;Armenia;0;mujer;148;82.3;55.7;45.5;18.4
2012-4;2012;4;63001;Armenia;1;hombre;136;80;71.8;63.9;11
2012-4;2012;4;70001;Sincelejo;0;mujer;126;78.9;57.7;48.9;15.3
2012-4;2012;4;70001;Sincelejo;1;hombre;120;77;75.3;69.3;8
2012-5;2012;5;11001;Bogotá;0;mujer;3908;82.1;68.1;59.5;12.7
2012-5;2012;5;11001;Bogotá;1;hombre;3643;79.9;78.8;72.6;7.9
2012-5;2012;5;5001;Medellín;0;mujer;1819;84.9;57.6;49.3;14.5
2012-5;2012;5;5001;Medellín;1;hombre;1639;82.5;74.5;65.6;11.9
2012-5;2012;5;76001;Cali;0;mujer;1228;82.4;59.9;50.4;15.8
2012-5;2012;5;76001;Cali;1;hombre;1125;80.1;74;64.9;12.2
2012-5;2012;5;8001;Barranquilla;0;mujer;903;79.7;51.9;45.7;11.8
2012-5;2012;5;8001;Barranquilla;1;hombre;859;77.7;73.6;68.9;6.4
2012-5;2012;5;68053;Bucaramanga;0;mujer;539;82.9;64.8;56.9;12.2
2012-5;2012;5;68065;Bucaramanga;1;hombre;494;80.5;78;72.1;7.6
2012-5;2012;5;17001;Manizales;0;mujer;216;84.6;52.9;45;14.9
2012-5;2012;5;17001;Manizales;1;hombre;192;82;67.8;60.3;11
2012-5;2012;5;52001;Pasto;0;mujer;183;82.3;62.8;55.4;11.8
2012-5;2012;5;52001;Pasto;1;hombre;166;80.1;75.9;67.3;11.3
2012-5;2012;5;66001;Pereira;0;mujer;318;83.1;55.4;45.4;18
2012-5;2012;5;66001;Pereira;1;hombre;286;80.4;76.8;64.9;15.6
2012-5;2012;5;54001;Cúcuta;0;mujer;319;79;59.1;47.4;19.9
2012-5;2012;5;54001;Cúcuta;1;hombre;378;76.8;76;67.2;11.6
2012-5;2012;5;73001;Ibagué;0;mujer;263;80.9;63.8;54.5;14.6
2012-5;2012;5;73001;Ibagué;1;hombre;245;78.6;74.2;66.1;10.8
2012-5;2012;5;23001;Montería;0;mujer;171;79.3;62;52.4;15.4
2012-5;2012;5;23001;Montería;1;hombre;154;76.5;76.2;68.4;10.3
2012-5;2012;5;13001;Cartagena;0;mujer;479;79.7;48.3;42.3;12.4
2012-5;2012;5;13001;Cartagena;1;hombre;444;77.6;71.3;66;7.3
2012-5;2012;5;50001;Villavicencio;0;mujer;222;79.2;59.3;51.2;13.6
2012-5;2012;5;50001;Villavicencio;1;hombre;207;77;77.4;68.3;11.7
2012-5;2012;5;15001;Tunja;0;mujer;89;80.5;57.4;49.1;14.5
2012-5;2012;5;15001;Tunja;1;hombre;81;77.9;68.9;60.9;11.6
2012-5;2012;5;18001;Florencia;0;mujer;73;76.6;48;41.5;13.4
2012-5;2012;5;18001;Florencia;1;hombre;69;74.8;68.7;61;11.3
2012-5;2012;5;19001;Popayán;0;mujer;126;83.7;51.6;39.9;22.6
2012-5;2012;5;19001;Popayán;1;hombre;114;81.5;66;56.1;15
2012-5;2012;5;20001;Valledupar;0;mujer;187;76.9;56.4;49.3;12.5
2012-5;2012;5;20001;Valledupar;1;hombre;172;74.3;74.4;69;7.2
2012-5;2012;5;27001;Quibdó;0;mujer;54;69.7;57.9;43.6;24.8
2012-5;2012;5;27001;Quibdó;1;hombre;52;67.9;68.1;58.1;14.7
2012-5;2012;5;41001;Neiva;0;mujer;165;81.4;58.1;50.5;13.1
2012-5;2012;5;41001;Neiva;1;hombre;150;78.9;74.1;66.3;10.6
2012-5;2012;5;44001;Riohacha;0;mujer;101;70.4;60.4;51.7;14.4
2012-5;2012;5;44001;Riohacha;1;hombre;94;66.8;76.6;70.6;7.8
2012-5;2012;5;47001;Santa Marta;0;mujer;228;76.2;54.9;47.9;12.9
2012-5;2012;5;47001;Santa Marta;1;hombre;214;74.1;72;67.6;6
2012-5;2012;5;63001;Armenia;0;mujer;148;82.3;56.3;45.7;18.9
2012-5;2012;5;63001;Armenia;1;hombre;136;80.1;71.7;63.5;11.4
2012-5;2012;5;70001;Sincelejo;0;mujer;126;79;58.4;49.7;14.8
2012-5;2012;5;70001;Sincelejo;1;hombre;120;77;75.9;70.6;6.9
2012-6;2012;6;11001;Bogotá;0;mujer;3912;82.1;67.3;59.5;11.7
2012-6;2012;6;11001;Bogotá;1;hombre;3647;79.9;79.5;73.4;7.6
2012-6;2012;6;5001;Medellín;0;mujer;1821;84.9;57.7;49.5;14.2
2012-6;2012;6;5001;Medellín;1;hombre;1641;82.5;74.6;66.4;11
2012-6;2012;6;76001;Cali;0;mujer;1229;82.4;59.1;50.1;15.2
2012-6;2012;6;76001;Cali;1;hombre;1126;80.1;74;64.9;12.2
2012-6;2012;6;8001;Barranquilla;0;mujer;904;79.7;51.7;45.6;11.6
2012-6;2012;6;8001;Barranquilla;1;hombre;860;77.7;73.5;68.7;6.5
2012-6;2012;6;68054;Bucaramanga;0;mujer;539;82.9;64.6;57.3;11.3
2012-6;2012;6;68066;Bucaramanga;1;hombre;495;80.6;78;71.8;8
2012-6;2012;6;17001;Manizales;0;mujer;216;84.6;51.6;43.8;15.2
2012-6;2012;6;17001;Manizales;1;hombre;192;82;68;61.2;10
2012-6;2012;6;52001;Pasto;0;mujer;183;82.3;62.6;54.8;12.4
2012-6;2012;6;52001;Pasto;1;hombre;167;80.1;74.7;66.5;11
2012-6;2012;6;66001;Pereira;0;mujer;319;83.1;56.3;47;16.5
2012-6;2012;6;66001;Pereira;1;hombre;286;80.4;76;64.1;15.8
2012-6;2012;6;54001;Cúcuta;0;mujer;319;79;58.5;46.5;20.5
2012-6;2012;6;54001;Cúcuta;1;hombre;378;76.8;76;67;11.9
2012-6;2012;6;73001;Ibagué;0;mujer;263;80.9;63.2;54.2;14.3
2012-6;2012;6;73001;Ibagué;1;hombre;245;78.6;74.1;66.5;10.2
2012-6;2012;6;23001;Montería;0;mujer;171;79.3;62.2;52.8;15.1
2012-6;2012;6;23001;Montería;1;hombre;154;76.6;77;70.3;8.7
2012-6;2012;6;13001;Cartagena;0;mujer;479;79.8;48.7;42.6;12.7
2012-6;2012;6;13001;Cartagena;1;hombre;445;77.6;70.9;65.9;6.9
2012-6;2012;6;50001;Villavicencio;0;mujer;222;79.2;59.2;51.6;12.8
2012-6;2012;6;50001;Villavicencio;1;hombre;207;77;77.2;68.7;11
2012-6;2012;6;15001;Tunja;0;mujer;89;80.5;58.7;50.5;14
2012-6;2012;6;15001;Tunja;1;hombre;81;77.9;68.6;60.7;11.5
2012-6;2012;6;18001;Florencia;0;mujer;73;76.6;47.8;41.9;12.4
2012-6;2012;6;18001;Florencia;1;hombre;69;74.8;69.3;61.4;11.3
2012-6;2012;6;19001;Popayán;0;mujer;126;83.7;51.9;40.2;22.4
2012-6;2012;6;19001;Popayán;1;hombre;115;81.5;66.8;57.3;14.2
2012-6;2012;6;20001;Valledupar;0;mujer;187;76.9;57.6;50.2;12.8
2012-6;2012;6;20001;Valledupar;1;hombre;173;74.3;73.8;68.3;7.5
2012-6;2012;6;27001;Quibdó;0;mujer;54;69.7;57.1;44.8;21.6
2012-6;2012;6;27001;Quibdó;1;hombre;52;67.9;70.6;60.7;13.9
2012-6;2012;6;41001;Neiva;0;mujer;166;81.5;58.2;50.5;13.2
2012-6;2012;6;41001;Neiva;1;hombre;150;78.9;74;66.2;10.5
2012-6;2012;6;44001;Riohacha;0;mujer;102;70.4;60.3;50.7;15.9
2012-6;2012;6;44001;Riohacha;1;hombre;94;66.8;76.2;69.7;8.6
2012-6;2012;6;47001;Santa Marta;0;mujer;228;76.2;54.6;47.1;13.7
2012-6;2012;6;47001;Santa Marta;1;hombre;214;74.1;72;67.3;6.5
2012-6;2012;6;63001;Armenia;0;mujer;148;82.3;56.2;45.1;19.8
2012-6;2012;6;63001;Armenia;1;hombre;136;80.1;72.6;63.3;12.8
2012-6;2012;6;70001;Sincelejo;0;mujer;126;79;57.5;49.6;13.7
2012-6;2012;6;70001;Sincelejo;1;hombre;120;77.1;75.4;70.3;6.7
2012-7;2012;7;11001;Bogotá;0;mujer;3916;82.1;66.2;58.7;11.4
2012-7;2012;7;11001;Bogotá;1;hombre;3652;79.9;79.9;73.9;7.5
2012-7;2012;7;5001;Medellín;0;mujer;1823;84.9;57.8;50.2;13.1
2012-7;2012;7;5001;Medellín;1;hombre;1643;82.5;74.7;66.5;11
2012-7;2012;7;76001;Cali;0;mujer;1230;82.5;58.7;49.9;15
2012-7;2012;7;76001;Cali;1;hombre;1127;80.2;73.6;63.6;13.6
2012-7;2012;7;8001;Barranquilla;0;mujer;904;79.7;53.1;47;11.5
2012-7;2012;7;8001;Barranquilla;1;hombre;861;77.8;72.6;68;6.4
2012-7;2012;7;68055;Bucaramanga;0;mujer;539;83;64.4;57.8;10.3
2012-7;2012;7;68067;Bucaramanga;1;hombre;495;80.6;77.8;72.1;7.3
2012-7;2012;7;17001;Manizales;0;mujer;216;84.6;51.9;43.7;15.7
2012-7;2012;7;17001;Manizales;1;hombre;192;82.1;68.4;61.5;10.1
2012-7;2012;7;52001;Pasto;0;mujer;183;82.4;61.8;53.1;14.1
2012-7;2012;7;52001;Pasto;1;hombre;167;80.2;73.9;66.3;10.4
2012-7;2012;7;66001;Pereira;0;mujer;319;83.1;56.8;47.1;17.1
2012-7;2012;7;66001;Pereira;1;hombre;286;80.4;76;64.9;14.6
2012-7;2012;7;54001;Cúcuta;0;mujer;320;79;57.6;45.6;20.8
2012-7;2012;7;54001;Cúcuta;1;hombre;379;76.9;75.1;65.9;12.3
2012-7;2012;7;73001;Ibagué;0;mujer;263;81;62.6;54.3;13.3
2012-7;2012;7;73001;Ibagué;1;hombre;245;78.7;75.3;67;11
2012-7;2012;7;23001;Montería;0;mujer;171;79.3;60.8;51.3;15.6
2012-7;2012;7;23001;Montería;1;hombre;154;76.6;76.5;70.1;8.4
2012-7;2012;7;13001;Cartagena;0;mujer;480;79.8;49;43.2;11.8
2012-7;2012;7;13001;Cartagena;1;hombre;445;77.6;69.4;63.8;8
2012-7;2012;7;50001;Villavicencio;0;mujer;223;79.2;59.2;52.2;11.8
2012-7;2012;7;50001;Villavicencio;1;hombre;208;77;76.4;68.5;10.3
2012-7;2012;7;15001;Tunja;0;mujer;90;80.6;58.9;51.1;13.2
2012-7;2012;7;15001;Tunja;1;hombre;81;78;67.5;59.7;11.6
2012-7;2012;7;18001;Florencia;0;mujer;73;76.6;49.3;43;12.9
2012-7;2012;7;18001;Florencia;1;hombre;69;74.9;69.9;62.2;11
2012-7;2012;7;19001;Popayán;0;mujer;126;83.8;51.8;39.6;23.6
2012-7;2012;7;19001;Popayán;1;hombre;115;81.5;68;59;13.2
2012-7;2012;7;20001;Valledupar;0;mujer;188;77;56;49;12.4
2012-7;2012;7;20001;Valledupar;1;hombre;173;74.3;73;67.7;7.3
2012-7;2012;7;27001;Quibdó;0;mujer;54;69.7;55.8;44.7;19.9
2012-7;2012;7;27001;Quibdó;1;hombre;52;68;70.6;61.1;13.4
2012-7;2012;7;41001;Neiva;0;mujer;166;81.5;57.6;49.8;13.6
2012-7;2012;7;41001;Neiva;1;hombre;150;78.9;72.8;65.1;10.6
2012-7;2012;7;44001;Riohacha;0;mujer;102;70.4;60.1;51.2;14.8
2012-7;2012;7;44001;Riohacha;1;hombre;94;66.8;76.6;69.8;8.9
2012-7;2012;7;47001;Santa Marta;0;mujer;228;76.3;53.5;45.9;14.1
2012-7;2012;7;47001;Santa Marta;1;hombre;215;74.2;71.8;66.7;7.1
2012-7;2012;7;63001;Armenia;0;mujer;148;82.3;55.4;45;18.7
2012-7;2012;7;63001;Armenia;1;hombre;136;80.1;72.5;62.6;13.7
2012-7;2012;7;70001;Sincelejo;0;mujer;126;79;57.4;49.9;13.1
2012-7;2012;7;70001;Sincelejo;1;hombre;120;77.1;74.4;69.4;6.7
2012-8;2012;8;11001;Bogotá;0;mujer;3921;82.2;65.4;58.8;10.1
2012-8;2012;8;11001;Bogotá;1;hombre;3656;79.9;79.6;73.8;7.3
2012-8;2012;8;5001;Medellín;0;mujer;1825;84.9;58.6;51;12.8
2012-8;2012;8;5001;Medellín;1;hombre;1644;82.5;74.8;66.8;10.7
2012-8;2012;8;76001;Cali;0;mujer;1231;82.5;58.3;49.9;14.4
2012-8;2012;8;76001;Cali;1;hombre;1128;80.2;73.7;63.8;13.5
2012-8;2012;8;8001;Barranquilla;0;mujer;905;79.7;53.5;47;12.1
2012-8;2012;8;8001;Barranquilla;1;hombre;862;77.8;72.4;68.1;6
2012-8;2012;8;68056;Bucaramanga;0;mujer;540;83;64.7;58;10.3
2012-8;2012;8;68068;Bucaramanga;1;hombre;495;80.6;77.2;72;6.7
2012-8;2012;8;17001;Manizales;0;mujer;216;84.6;51.5;44.7;13.2
2012-8;2012;8;17001;Manizales;1;hombre;192;82.1;68.3;61.5;9.9
2012-8;2012;8;52001;Pasto;0;mujer;183;82.4;61.1;53.1;13.1
2012-8;2012;8;52001;Pasto;1;hombre;167;80.2;72.3;64.1;11.4
2012-8;2012;8;66001;Pereira;0;mujer;319;83.2;57.2;47.6;16.8
2012-8;2012;8;66001;Pereira;1;hombre;286;80.4;75.3;65.5;13
2012-8;2012;8;54001;Cúcuta;0;mujer;320;79.1;57.3;47;18
2012-8;2012;8;54001;Cúcuta;1;hombre;379;76.9;76.3;66.9;12.4
2012-8;2012;8;73001;Ibagué;0;mujer;263;81;61.1;53.1;13
2012-8;2012;8;73001;Ibagué;1;hombre;245;78.7;75.4;67.4;10.7
2012-8;2012;8;23001;Montería;0;mujer;172;79.4;60.1;51.4;14.6
2012-8;2012;8;23001;Montería;1;hombre;154;76.6;76.7;69.9;8.8
2012-8;2012;8;13001;Cartagena;0;mujer;480;79.8;49.9;43.8;12.1
2012-8;2012;8;13001;Cartagena;1;hombre;446;77.7;70.4;64.8;7.9
2012-8;2012;8;50001;Villavicencio;0;mujer;223;79.3;59;51.9;11.9
2012-8;2012;8;50001;Villavicencio;1;hombre;208;77;75.1;67.5;10.2
2012-8;2012;8;15001;Tunja;0;mujer;90;80.6;58.8;51.5;12.3
2012-8;2012;8;15001;Tunja;1;hombre;81;78;68.3;60.7;11
2012-8;2012;8;18001;Florencia;0;mujer;73;76.7;50.3;43;14.4
2012-8;2012;8;18001;Florencia;1;hombre;69;74.9;70.7;62.7;11.3
2012-8;2012;8;19001;Popayán;0;mujer;126;83.8;51.9;40.8;21.4
2012-8;2012;8;19001;Popayán;1;hombre;115;81.6;67.4;58.5;13.3
2012-8;2012;8;20001;Valledupar;0;mujer;188;77;55.6;48.3;13.1
2012-8;2012;8;20001;Valledupar;1;hombre;174;74.4;72.5;67.4;7
2012-8;2012;8;27001;Quibdó;0;mujer;54;69.7;54.5;44.6;18.2
2012-8;2012;8;27001;Quibdó;1;hombre;53;68;70.8;61.6;13
2012-8;2012;8;41001;Neiva;0;mujer;166;81.5;56.8;49.1;13.6
2012-8;2012;8;41001;Neiva;1;hombre;151;79;72.9;64.7;11.2
2012-8;2012;8;44001;Riohacha;0;mujer;102;70.5;60.9;51.1;16.2
2012-8;2012;8;44001;Riohacha;1;hombre;95;66.8;75.5;67.2;11
2012-8;2012;8;47001;Santa Marta;0;mujer;228;76.3;53.6;46.2;13.9
2012-8;2012;8;47001;Santa Marta;1;hombre;215;74.2;71.3;66.5;6.7
2012-8;2012;8;63001;Armenia;0;mujer;148;82.3;55.3;45;18.7
2012-8;2012;8;63001;Armenia;1;hombre;137;80.1;73.3;63.8;13
2012-8;2012;8;70001;Sincelejo;0;mujer;127;79.1;56.8;49.1;13.5
2012-8;2012;8;70001;Sincelejo;1;hombre;120;77.1;75;70.2;6.4
2012-9;2012;9;11001;Bogotá;0;mujer;3925;82.2;65.6;59.3;9.5
2012-9;2012;9;11001;Bogotá;1;hombre;3661;80;79.8;73.9;7.3
2012-9;2012;9;5001;Medellín;0;mujer;1827;84.9;59.5;52;12.5
2012-9;2012;9;5001;Medellín;1;hombre;1646;82.6;74.3;66.6;10.4
2012-9;2012;9;76001;Cali;0;mujer;1233;82.5;59;50;15.2
2012-9;2012;9;76001;Cali;1;hombre;1129;80.2;73.9;64.7;12.5
2012-9;2012;9;8001;Barranquilla;0;mujer;906;79.8;52.7;45.9;12.9
2012-9;2012;9;8001;Barranquilla;1;hombre;863;77.8;72.1;67.7;6.1
2012-9;2012;9;68057;Bucaramanga;0;mujer;540;83;63.8;57.5;9.8
2012-9;2012;9;68069;Bucaramanga;1;hombre;496;80.7;77;72.3;6.1
2012-9;2012;9;17001;Manizales;0;mujer;216;84.7;51.9;45.7;11.9
2012-9;2012;9;17001;Manizales;1;hombre;192;82.1;68.4;61.3;10.3
2012-9;2012;9;52001;Pasto;0;mujer;184;82.4;60.6;52.1;13.9
2012-9;2012;9;52001;Pasto;1;hombre;167;80.2;72.6;64.5;11.2
2012-9;2012;9;66001;Pereira;0;mujer;319;83.2;56.7;47.1;16.9
2012-9;2012;9;66001;Pereira;1;hombre;286;80.5;75.8;65.9;13.1
2012-9;2012;9;54001;Cúcuta;0;mujer;321;79.1;57.4;47.6;16.9
2012-9;2012;9;54001;Cúcuta;1;hombre;379;77;76.5;67.3;12.1
2012-9;2012;9;73001;Ibagué;0;mujer;263;81;61.9;54;12.7
2012-9;2012;9;73001;Ibagué;1;hombre;245;78.7;75.3;68;9.6
2012-9;2012;9;23001;Montería;0;mujer;172;79.4;60;51.4;14.3
2012-9;2012;9;23001;Montería;1;hombre;154;76.6;75.9;68.5;9.7
2012-9;2012;9;13001;Cartagena;0;mujer;481;79.9;50.4;44.1;12.4
2012-9;2012;9;13001;Cartagena;1;hombre;446;77.7;71.2;65.6;7.9
2012-9;2012;9;50001;Villavicencio;0;mujer;224;79.3;59.2;52.3;11.5
2012-9;2012;9;50001;Villavicencio;1;hombre;208;77.1;76.3;68.2;10.5
2012-9;2012;9;15001;Tunja;0;mujer;90;80.6;58.1;51.4;11.5
2012-9;2012;9;15001;Tunja;1;hombre;81;78.1;68.4;61.6;10
2012-9;2012;9;18001;Florencia;0;mujer;73;76.7;51.2;43.9;14.2
2012-9;2012;9;18001;Florencia;1;hombre;70;74.9;69.8;62.6;10.3
2012-9;2012;9;19001;Popayán;0;mujer;126;83.8;51.2;40.4;21.1
2012-9;2012;9;19001;Popayán;1;hombre;115;81.6;66.6;57.7;13.4
2012-9;2012;9;20001;Valledupar;0;mujer;188;77;55;47.8;13.1
2012-9;2012;9;20001;Valledupar;1;hombre;174;74.4;71.1;66.8;6
2012-9;2012;9;27001;Quibdó;0;mujer;54;69.7;54.8;45;17.9
2012-9;2012;9;27001;Quibdó;1;hombre;53;68;67.6;59.2;12.5
2012-9;2012;9;41001;Neiva;0;mujer;166;81.5;57.1;50;12.4
2012-9;2012;9;41001;Neiva;1;hombre;151;79;74.3;65.9;11.2
2012-9;2012;9;44001;Riohacha;0;mujer;103;70.5;60.9;51.7;15.1
2012-9;2012;9;44001;Riohacha;1;hombre;95;66.8;75.3;67.5;10.4
2012-9;2012;9;47001;Santa Marta;0;mujer;229;76.3;54.9;47.2;14
2012-9;2012;9;47001;Santa Marta;1;hombre;215;74.2;71.6;66.5;7.1
2012-9;2012;9;63001;Armenia;0;mujer;148;82.3;56.4;45.9;18.7
2012-9;2012;9;63001;Armenia;1;hombre;137;80.1;74;64.7;12.6
2012-9;2012;9;70001;Sincelejo;0;mujer;127;79.1;55.2;48.1;12.8
2012-9;2012;9;70001;Sincelejo;1;hombre;120;77.2;75.5;70.9;6.1
