year;dpto;nom_dpto;nom_ciu;sexo;inf;inf_b
2018;73;Tolima;Ibague;hombre;0.65961432;0.65934312
2018;73;Tolima;Ibague;mujer;0.67406589;0.67080742
2018;76;Valle del Cauca;Cali;hombre;0.49015215;0.48977938
2018;76;Valle del Cauca;Cali;mujer;0.56673491;0.56501573
2019;5;Antioquia;Medellin;hombre;0.48111799;0.48056418
2019;5;Antioquia;Medellin;mujer;0.49669358;0.49607351
2019;8;Atlantico;Barranquilla;hombre;0.56875706;0.56875706
2019;8;Atlantico;Barranquilla;mujer;0.61942798;0.61924195
2019;11;Bogota;Bogota;hombre;0.38193896;0.38171136
2019;11;Bogota;Bogota;mujer;0.43518186;0.43451294
2019;13;Bolivar;Cartagena;hombre;0.70782024;0.7072407
2019;13;Bolivar;Cartagena;mujer;0.69682169;0.69567108
2019;15;Boyaca;Tunja;hombre;0.66131437;0.66083997
2019;15;Boyaca;Tunja;mujer;0.66863465;0.66810471
2019;17;Caldas;Manizales;hombre;0.55603135;0.55556053
2019;17;Caldas;Manizales;mujer;0.55872029;0.55823547
2019;18;Caqueta;Florencia;hombre;0.80189157;0.80137163
2019;18;Caqueta;Florencia;mujer;0.74996555;0.7475673
2019;19;Cauca;Popayan;hombre;0.7466588;0.7466588
2019;19;Cauca;Popayan;mujer;0.71792686;0.71766025
2019;20;Cesar;Valledupar;hombre;0.73102295;0.7304495
2019;20;Cesar;Valledupar;mujer;0.67540008;0.67254657
2019;23;Cordoba;Monteria;hombre;0.70653838;0.70621246
2019;23;Cordoba;Monteria;mujer;0.75782818;0.75148779
2019;25;Cundinamarca;Cundinamarca;hombre;0.54156929;0.54001266
2019;25;Cundinamarca;Cundinamarca;mujer;0.57099044;0.5673902
2019;27;Choco;Quibdo;hombre;0.79480904;0.79480904
2019;27;Choco;Quibdo;mujer;0.62161118;0.62157333
2019;41;Huila;Neiva;hombre;0.76742107;0.76354015
2019;41;Huila;Neiva;mujer;0.72589427;0.72201467
2019;44;La Guajira;Riohacha;hombre;0.77819318;0.77786428
2019;44;La Guajira;Riohacha;mujer;0.72529221;0.72520572
2019;47;Magdalena;Santa Marta;hombre;0.73384404;0.73376888
2019;47;Magdalena;Santa Marta;mujer;0.70430219;0.7025516
2019;50;Meta;Villavicencio;hombre;0.63093138;0.63021863
2019;50;Meta;Villavicencio;mujer;0.62537801;0.62352055
2019;52;Nariño;Pasto;hombre;0.78082985;0.77977145
2019;52;Nariño;Pasto;mujer;0.7542361;0.75200045
2019;54;Norte de Santander;Cucuta;hombre;0.80268204;0.80174762
2019;54;Norte de Santander;Cucuta;mujer;0.72557676;0.72428352
2019;63;Quindio;Armenia;hombre;0.58120108;0.58029002
2019;63;Quindio;Armenia;mujer;0.70811677;0.70793861
2019;66;Risaralda;Pereira;hombre;0.54190028;0.54163235
2019;66;Risaralda;Pereira;mujer;0.57951272;0.5792678
2019;68;Santander;Bucaramanga;hombre;0.63285989;0.63092655
2019;68;Santander;Bucaramanga;mujer;0.64971757;0.64619422
2019;70;Sucre;Sincelejo;hombre;0.81397182;0.81347823
2019;70;Sucre;Sincelejo;mujer;0.76852685;0.76321721
2019;73;Tolima;Ibague;hombre;0.66263568;0.66183203
2019;73;Tolima;Ibague;mujer;0.67414689;0.66919917
2019;76;Valle del Cauca;Cali;hombre;0.49896532;0.49842942
2019;76;Valle del Cauca;Cali;mujer;0.57007504;0.56806064
