year;dpto;nom_dpto;nom_ciu;sexo;Basuras;Electricidad;Alcantarillado;GasNatural;Acueducto
2015;76;Valle del Cauca;Cali;hombre;0.91553575;0.98581707;0.83892453;0.71221691;0.93628848
2015;76;Valle del Cauca;Cali;mujer;0.93441534;0.98816484;0.8661412;0.74926192;0.94811988
2016;5;Antioquia;Medellin;hombre;0.89266652;0.9958142;0.81645828;0.57246417;0.91101617
2016;5;Antioquia;Medellin;mujer;0.91129315;0.99730104;0.83931327;0.6039173;0.92389858
2016;8;Atlantico;Barranquilla;hombre;0.92774546;0.9921276;0.78705221;0.87528384;0.94440722
2016;8;Atlantico;Barranquilla;mujer;0.94624054;0.99609965;0.81808054;0.90366584;0.96237206
2016;11;Bogota;Bogota;hombre;0.99998099;0.99966878;0.99340326;0.91289496;0.99504763
2016;11;Bogota;Bogota;mujer;0.99998218;0.99986058;0.99336296;0.92511773;0.99564236
2016;13;Bolivar;Cartagena;hombre;0.75482857;0.94650388;0.51665938;0.62095094;0.80999035
2016;13;Bolivar;Cartagena;mujer;0.78302956;0.96219707;0.55751103;0.66356891;0.84049606
2016;15;Boyaca;Tunja;hombre;0.66945899;0.9897548;0.631975;0.47230893;0.90022647
2016;15;Boyaca;Tunja;mujer;0.71140116;0.99118179;0.68131298;0.50368345;0.91927534
2016;17;Caldas;Manizales;hombre;0.80149823;0.9960956;0.73111844;0.52933621;0.84015918
2016;17;Caldas;Manizales;mujer;0.83658177;0.99830151;0.77563113;0.57280719;0.8711279
2016;18;Caqueta;Florencia;hombre;0.62680209;0.93670601;0.53756183;0.22668023;0.59537613
2016;18;Caqueta;Florencia;mujer;0.67241603;0.94627029;0.57957578;0.24981549;0.6293394
2016;19;Cauca;Popayan;hombre;0.53679985;0.97417957;0.50842172;0.28832909;0.85134286
2016;19;Cauca;Popayan;mujer;0.57432956;0.97829682;0.56236875;0.31469774;0.86784136
2016;20;Cesar;Valledupar;hombre;0.68524969;0.91977274;0.66306359;0.57515419;0.81120938
2016;20;Cesar;Valledupar;mujer;0.74528748;0.93523943;0.72767234;0.64329469;0.84795791
2016;23;Cordoba;Monteria;hombre;0.64780241;0.99630767;0.38941777;0.56922418;0.76902926
2016;23;Cordoba;Monteria;mujer;0.67690468;0.99827051;0.42039526;0.60083133;0.78960472
2016;25;Cundinamarca;Cundinamarca;hombre;0.7743153;0.99059105;0.65255827;0.53802431;0.84545708
2016;25;Cundinamarca;Cundinamarca;mujer;0.79626054;0.99164116;0.68806213;0.57060492;0.86275262
2016;27;Choco;Quibdo;hombre;0.42681459;0.83830827;0.18278407;0.00889321;0.3487649
2016;27;Choco;Quibdo;mujer;0.46577364;0.85734254;0.18397978;0.009440744;0.36811268
2016;41;Huila;Neiva;hombre;0.68465883;0.98803216;0.68901283;0.64334965;0.86512262
2016;41;Huila;Neiva;mujer;0.72844195;0.99149579;0.72831148;0.68763155;0.87562454
2016;44;La Guajira;Riohacha;hombre;0.64068615;0.82874066;0.5094769;0.52802485;0.58245879
2016;44;La Guajira;Riohacha;mujer;0.66758734;0.83228874;0.53330851;0.55998939;0.60468709
2016;47;Magdalena;Santa Marta;hombre;0.75533807;0.97010243;0.44744408;0.64611197;0.77834487
2016;47;Magdalena;Santa Marta;mujer;0.79477388;0.98055643;0.4751572;0.69550568;0.80931157
2016;50;Meta;Villavicencio;hombre;0.75438249;0.97218168;0.71613443;0.55787075;0.73797828
2016;50;Meta;Villavicencio;mujer;0.79126257;0.97342747;0.76016212;0.61002541;0.772686
2016;52;Nariño;Pasto;hombre;0.6239906;0.99392837;0.51004803;0.031077629;0.83253187
2016;52;Nariño;Pasto;mujer;0.66304427;0.99465865;0.53404719;0.033958036;0.84525412
2016;54;Norte de Santander;Cucuta;hombre;0.77693474;0.99105024;0.73241419;0.43928048;0.78398079
2016;54;Norte de Santander;Cucuta;mujer;0.82415897;0.99391538;0.77727461;0.47958639;0.82850528
2016;63;Quindio;Armenia;hombre;0.82026029;0.99769849;0.71568507;0.6369037;0.94129264
2016;63;Quindio;Armenia;mujer;0.8496412;0.99943072;0.75849307;0.68750995;0.9536314
2016;66;Risaralda;Pereira;hombre;0.81114894;0.99880648;0.77564925;0.6161924;0.91969496
2016;66;Risaralda;Pereira;mujer;0.84586036;0.99896491;0.79903615;0.64450741;0.93632454
2016;68;Santander;Bucaramanga;hombre;0.79589146;0.99525839;0.77339506;0.66078943;0.85765386
2016;68;Santander;Bucaramanga;mujer;0.82699555;0.99515814;0.80903167;0.68865693;0.87922317
2016;70;Sucre;Sincelejo;hombre;0.60823888;0.9777897;0.48907301;0.54405481;0.8612076
2016;70;Sucre;Sincelejo;mujer;0.64345223;0.98432797;0.52588934;0.58486909;0.8730517
2016;73;Tolima;Ibague;hombre;0.71824342;0.98648876;0.68857539;0.6371243;0.82769305
2016;73;Tolima;Ibague;mujer;0.76316231;0.98709601;0.73226911;0.68624192;0.85695171
2016;76;Valle del Cauca;Cali;hombre;0.91641265;0.99195331;0.86119586;0.74286252;0.94659013
2016;76;Valle del Cauca;Cali;mujer;0.93689412;0.99456507;0.88384545;0.7751314;0.95988637
2017;5;Antioquia;Medellin;hombre;0.88860965;0.99552375;0.80188286;0.59995186;0.88491136
2017;5;Antioquia;Medellin;mujer;0.90695506;0.99737769;0.82659906;0.6221478;0.90526742
2017;8;Atlantico;Barranquilla;hombre;0.93788224;0.99835086;0.81345445;0.87781495;0.95652747
2017;8;Atlantico;Barranquilla;mujer;0.94765747;0.99934959;0.83247072;0.89537066;0.96273029
2017;11;Bogota;Bogota;hombre;0.99990892;1;0.99410671;0.91873336;0.9994337
2017;11;Bogota;Bogota;mujer;0.99989969;1;0.99522209;0.93119538;0.99966651
2017;13;Bolivar;Cartagena;hombre;0.74960995;0.94073325;0.52834451;0.64765513;0.80948192
2017;13;Bolivar;Cartagena;mujer;0.78622961;0.95590013;0.56225193;0.68722832;0.82814276
2017;15;Boyaca;Tunja;hombre;0.65409845;0.99414653;0.63386184;0.49487203;0.85709614
2017;15;Boyaca;Tunja;mujer;0.69293207;0.99485427;0.67283869;0.53386909;0.8811655
2017;17;Caldas;Manizales;hombre;0.79559302;0.99759179;0.70727426;0.55534655;0.82083058
2017;17;Caldas;Manizales;mujer;0.82543594;0.99748051;0.74769843;0.5791325;0.84796965
2017;18;Caqueta;Florencia;hombre;0.58901155;0.94254595;0.52700394;0.23611698;0.56548595
2017;18;Caqueta;Florencia;mujer;0.6464206;0.95204651;0.58673179;0.24941389;0.62255889
2017;19;Cauca;Popayan;hombre;0.52108818;0.97941262;0.4951691;0.30405033;0.81946492
2017;19;Cauca;Popayan;mujer;0.56804246;0.98223132;0.53262395;0.34001666;0.83626825
2017;20;Cesar;Valledupar;hombre;0.71514314;0.93672532;0.70120394;0.60586154;0.80763257
2017;20;Cesar;Valledupar;mujer;0.75670803;0.95610446;0.74537045;0.64575362;0.84579051
2017;23;Cordoba;Monteria;hombre;0.60789198;0.98537397;0.39938629;0.52161527;0.78031433
2017;23;Cordoba;Monteria;mujer;0.63243341;0.98887795;0.40843284;0.54130995;0.79783624
2017;25;Cundinamarca;Cundinamarca;hombre;0.77110642;0.99602556;0.67995703;0.56436223;0.86931324
2017;25;Cundinamarca;Cundinamarca;mujer;0.8051306;0.99636436;0.71856791;0.59280044;0.89342767
2017;27;Choco;Quibdo;hombre;0.43244991;0.85354412;0.1579676;0.018066943;0.36368525
2017;27;Choco;Quibdo;mujer;0.47030088;0.85938317;0.16709167;0.01913698;0.3692632
2017;41;Huila;Neiva;hombre;0.70028371;0.99489164;0.69302511;0.67549741;0.87716717
2017;41;Huila;Neiva;mujer;0.74059367;0.9965058;0.73165864;0.71406478;0.89647621
2017;44;La Guajira;Riohacha;hombre;0.62180781;0.80325663;0.47205028;0.46986511;0.57279789
2017;44;La Guajira;Riohacha;mujer;0.65497166;0.81985855;0.51446897;0.51196754;0.60819834
2017;47;Magdalena;Santa Marta;hombre;0.77051669;0.95989639;0.49050516;0.67173505;0.75193751
2017;47;Magdalena;Santa Marta;mujer;0.79788578;0.96248382;0.51766205;0.71111894;0.7711283
2017;50;Meta;Villavicencio;hombre;0.7622996;0.97669101;0.71297264;0.590918;0.74774522
2017;50;Meta;Villavicencio;mujer;0.79478109;0.97949862;0.74656224;0.63194031;0.77143615
2017;52;Nariño;Pasto;hombre;0.62609458;0.99709707;0.50326949;0.040497515;0.86843151
2017;52;Nariño;Pasto;mujer;0.66206872;0.99500561;0.53686899;0.041486401;0.87905735
2017;54;Norte de Santander;Cucuta;hombre;0.77100819;0.99661428;0.74072331;0.46259418;0.78866273
2017;54;Norte de Santander;Cucuta;mujer;0.812114;0.99742144;0.77878904;0.49378812;0.8236686
2017;63;Quindio;Armenia;hombre;0.82919043;0.99624848;0.72368544;0.62873644;0.94422901
2017;63;Quindio;Armenia;mujer;0.8659696;0.99768621;0.77112424;0.68003529;0.95673651
2017;66;Risaralda;Pereira;hombre;0.82237828;0.99321634;0.75993896;0.63893855;0.92344016
2017;66;Risaralda;Pereira;mujer;0.8587684;0.99785405;0.8058452;0.67758733;0.94871056
2017;68;Santander;Bucaramanga;hombre;0.77784741;0.99777645;0.75733364;0.65873653;0.85064238
2017;68;Santander;Bucaramanga;mujer;0.81588542;0.99933153;0.79452765;0.70013213;0.87311023
2017;70;Sucre;Sincelejo;hombre;0.62584984;0.97358096;0.48963678;0.55481821;0.8649686
2017;70;Sucre;Sincelejo;mujer;0.65779692;0.98067671;0.52227944;0.59432358;0.88792819
2017;73;Tolima;Ibague;hombre;0.72925133;0.99175441;0.69055182;0.66281301;0.83795631
2017;73;Tolima;Ibague;mujer;0.77956921;0.99620825;0.73699832;0.71846628;0.8632589
2017;76;Valle del Cauca;Cali;hombre;0.92291856;0.9957096;0.85244447;0.74379724;0.94166535
2017;76;Valle del Cauca;Cali;mujer;0.94509798;0.99651349;0.88559061;0.78499603;0.95449364
2018;5;Antioquia;Medellin;hombre;0.89016688;0.9962036;0.79081887;0.60451096;0.88850087
2018;5;Antioquia;Medellin;mujer;0.91222614;0.99772215;0.81416237;0.63445646;0.90589446
2018;8;Atlantico;Barranquilla;hombre;0.94472319;0.99387699;0.83521229;0.8905881;0.9564504
2018;8;Atlantico;Barranquilla;mujer;0.95141858;0.99502426;0.85019016;0.90511113;0.96247989
2018;11;Bogota;Bogota;hombre;0.99993938;0.99959075;0.99460304;0.93965971;0.99770355
2018;11;Bogota;Bogota;mujer;0.99998099;0.99992114;0.99508774;0.94607139;0.99878877
2018;13;Bolivar;Cartagena;hombre;0.73658723;0.9453935;0.54016286;0.65808588;0.80351239
2018;13;Bolivar;Cartagena;mujer;0.77699268;0.95887071;0.57686704;0.70308006;0.83517236
2018;15;Boyaca;Tunja;hombre;0.65646797;0.99417317;0.64562756;0.51940852;0.87589449
2018;15;Boyaca;Tunja;mujer;0.68944067;0.99616909;0.6782952;0.53473163;0.89681876
2018;17;Caldas;Manizales;hombre;0.79400146;0.99730855;0.75102347;0.56986833;0.81115508
2018;17;Caldas;Manizales;mujer;0.83387619;0.99880844;0.79253;0.61841333;0.84960628
2018;18;Caqueta;Florencia;hombre;0.61516327;0.9612599;0.57827306;0.24696292;0.61895972
2018;18;Caqueta;Florencia;mujer;0.67402732;0.96785039;0.63460612;0.26067027;0.6728406
2018;19;Cauca;Popayan;hombre;0.50163329;0.98562837;0.47372332;0.29750928;0.82495433
2018;19;Cauca;Popayan;mujer;0.53904933;0.98414189;0.51018298;0.32013711;0.84593832
2018;20;Cesar;Valledupar;hombre;0.7290327;0.92955852;0.70324391;0.62980008;0.80728263
2018;20;Cesar;Valledupar;mujer;0.77556312;0.94778574;0.7489745;0.68331987;0.84973443
2018;23;Cordoba;Monteria;hombre;0.65300781;0.99171674;0.42662063;0.55784082;0.7277773
2018;23;Cordoba;Monteria;mujer;0.67829758;0.9935298;0.44871411;0.58721203;0.75650251
2018;25;Cundinamarca;Cundinamarca;hombre;0.79107821;0.99708408;0.68895704;0.60346884;0.87471825
2018;25;Cundinamarca;Cundinamarca;mujer;0.83037722;0.99929345;0.72578508;0.64270598;0.88985485
2018;27;Choco;Quibdo;hombre;0.45673069;0.89016557;0.22198264;0.015827533;0.38374287
2018;27;Choco;Quibdo;mujer;0.47182769;0.89637297;0.23066938;0.015084199;0.37496284
2018;41;Huila;Neiva;hombre;0.7001856;0.99044758;0.68952215;0.68076754;0.86958808
2018;41;Huila;Neiva;mujer;0.72694796;0.99225342;0.72095573;0.70001447;0.88674819
2018;44;La Guajira;Riohacha;hombre;0.63265806;0.80660158;0.47989592;0.48880613;0.55222905
2018;44;La Guajira;Riohacha;mujer;0.66428816;0.8220998;0.50955975;0.51278126;0.57503611
2018;47;Magdalena;Santa Marta;hombre;0.78033757;0.94910097;0.48073354;0.6415062;0.75315464
2018;47;Magdalena;Santa Marta;mujer;0.81070334;0.96746808;0.52183974;0.69007045;0.79052955
2018;50;Meta;Villavicencio;hombre;0.75359237;0.97518224;0.70160002;0.57995135;0.74482423
2018;50;Meta;Villavicencio;mujer;0.79716867;0.97694445;0.74819082;0.62977767;0.77418566
2018;52;Nariño;Pasto;hombre;0.58897656;0.99229646;0.46447021;0.047815654;0.83760959
2018;52;Nariño;Pasto;mujer;0.61896467;0.99321079;0.48668987;0.049921453;0.8496086
2018;54;Norte de Santander;Cucuta;hombre;0.77612394;0.98917645;0.74490094;0.47787493;0.78027815
2018;54;Norte de Santander;Cucuta;mujer;0.81095022;0.99034613;0.78336114;0.50740957;0.81121457
2018;63;Quindio;Armenia;hombre;0.85638136;0.99734318;0.75788522;0.66842151;0.9452796
2018;63;Quindio;Armenia;mujer;0.87489122;0.99817955;0.78902602;0.70950168;0.95163822
2018;66;Risaralda;Pereira;hombre;0.79827535;0.99861723;0.75961506;0.63003039;0.92419565
2018;66;Risaralda;Pereira;mujer;0.84371316;0.99911016;0.81042635;0.68593323;0.93677396
2018;68;Santander;Bucaramanga;hombre;0.77075511;0.9958024;0.7487731;0.66267115;0.84623557
2018;68;Santander;Bucaramanga;mujer;0.81172711;0.99696296;0.79112226;0.69836122;0.8698678
2018;70;Sucre;Sincelejo;hombre;0.59465611;0.98743379;0.46695;0.54623747;0.84921706
2018;70;Sucre;Sincelejo;mujer;0.64245069;0.99233818;0.52660996;0.60048765;0.87065846
2018;73;Tolima;Ibague;hombre;0.72823972;0.99057508;0.68234962;0.66349965;0.80652928
2018;73;Tolima;Ibague;mujer;0.77659822;0.99489206;0.73513955;0.71906435;0.85468209
2018;76;Valle del Cauca;Cali;hombre;0.91322416;0.99596751;0.86262769;0.75845647;0.9349004
2018;76;Valle del Cauca;Cali;mujer;0.94076025;0.9968223;0.89080691;0.80032796;0.95593494
2019;5;Antioquia;Medellin;hombre;0.89689803;0.99816245;0.80674493;0.5957377;0.90012908
2019;5;Antioquia;Medellin;mujer;0.91550416;0.99856913;0.83329219;0.63249367;0.91792679
2019;8;Atlantico;Barranquilla;hombre;0.93879485;0.99681628;0.82948142;0.88747209;0.97182065
2019;8;Atlantico;Barranquilla;mujer;0.94575095;0.99860352;0.84944701;0.90075827;0.96903533
2019;11;Bogota;Bogota;hombre;0.99959683;1;0.9926945;0.94324088;0.99859411
2019;11;Bogota;Bogota;mujer;0.99956751;1;0.99341375;0.94986773;0.99843216
2019;13;Bolivar;Cartagena;hombre;0.74269813;0.94904846;0.5509901;0.67373735;0.82202405
2019;13;Bolivar;Cartagena;mujer;0.77395737;0.96177322;0.58048558;0.71230388;0.84729165
2019;15;Boyaca;Tunja;hombre;0.64564353;0.99266273;0.62241971;0.51736528;0.87388968
2019;15;Boyaca;Tunja;mujer;0.6897465;0.99477285;0.67203212;0.55542892;0.88929087
2019;17;Caldas;Manizales;hombre;0.79609078;0.99832696;0.7437256;0.56878006;0.82452673
2019;17;Caldas;Manizales;mujer;0.84161597;0.99867976;0.79560405;0.63611174;0.86370689
2019;18;Caqueta;Florencia;hombre;0.59150296;0.97892731;0.56947821;0.26539889;0.58564991
2019;18;Caqueta;Florencia;mujer;0.64385509;0.98355949;0.62008417;0.2757386;0.63627541
2019;19;Cauca;Popayan;hombre;0.52918082;0.98689842;0.52728474;0.31437579;0.81707364
2019;19;Cauca;Popayan;mujer;0.58001846;0.99090213;0.5720492;0.34665197;0.83135915
2019;20;Cesar;Valledupar;hombre;0.74294126;0.92433572;0.70183539;0.65051591;0.80217195
2019;20;Cesar;Valledupar;mujer;0.78150594;0.94845408;0.75415975;0.69914937;0.84536487
2019;23;Cordoba;Monteria;hombre;0.64917767;0.98809308;0.4425205;0.55729288;0.79252976
2019;23;Cordoba;Monteria;mujer;0.6729095;0.98666358;0.47855872;0.58926493;0.79749876
2019;25;Cundinamarca;Cundinamarca;hombre;0.7940045;0.99758822;0.69528115;0.60479397;0.8943131
2019;25;Cundinamarca;Cundinamarca;mujer;0.8082568;0.99810135;0.72127753;0.64025539;0.91061306
2019;27;Choco;Quibdo;hombre;0.49417976;0.92693979;0.19769426;0.01337201;0.39257929
2019;27;Choco;Quibdo;mujer;0.51929152;0.93727344;0.21992747;0.015681751;0.40258777
2019;41;Huila;Neiva;hombre;0.72013271;0.99230981;0.69143367;0.69058198;0.88989222
2019;41;Huila;Neiva;mujer;0.74677724;0.99271154;0.72045702;0.71932262;0.90976727
2019;44;La Guajira;Riohacha;hombre;0.65689158;0.81785655;0.51702827;0.48872617;0.53581148
2019;44;La Guajira;Riohacha;mujer;0.68053377;0.83237183;0.53071618;0.52250576;0.55575043
2019;47;Magdalena;Santa Marta;hombre;0.79479021;0.96287459;0.48935503;0.65201879;0.78553152
2019;47;Magdalena;Santa Marta;mujer;0.83998728;0.97882676;0.5329746;0.71077418;0.82970595
2019;50;Meta;Villavicencio;hombre;0.74953276;0.96885687;0.68269813;0.61123937;0.72774434
2019;50;Meta;Villavicencio;mujer;0.80288762;0.97742093;0.73733705;0.67368025;0.78095603
2019;52;Nariño;Pasto;hombre;0.65447688;0.98619366;0.48409224;0.064157441;0.79584813
2019;52;Nariño;Pasto;mujer;0.69146073;0.99231702;0.52272922;0.066184729;0.82503319
2019;54;Norte de Santander;Cucuta;hombre;0.76623571;0.99034494;0.72912222;0.48277992;0.77684653
2019;54;Norte de Santander;Cucuta;mujer;0.80474424;0.99313879;0.76933801;0.51627547;0.81573129
2019;63;Quindio;Armenia;hombre;0.8463757;0.99795169;0.74308145;0.65938199;0.94309437
2019;63;Quindio;Armenia;mujer;0.87802082;0.99920076;0.78605866;0.70545071;0.95517462
2019;66;Risaralda;Pereira;hombre;0.8392182;0.99875456;0.76655298;0.65989697;0.91806996
2019;66;Risaralda;Pereira;mujer;0.86598843;0.99954784;0.80972433;0.71081394;0.93672144
2019;68;Santander;Bucaramanga;hombre;0.78250307;0.99631208;0.73970419;0.644005;0.85765046
2019;68;Santander;Bucaramanga;mujer;0.81838089;0.99822211;0.77811193;0.68236834;0.87898475
2019;70;Sucre;Sincelejo;hombre;0.59912002;0.97781271;0.49330279;0.57726157;0.84559888
2019;70;Sucre;Sincelejo;mujer;0.63970244;0.98982346;0.52313787;0.60152823;0.87565833
2019;73;Tolima;Ibague;hombre;0.72675008;0.99174482;0.68810928;0.65941983;0.83584338
2019;73;Tolima;Ibague;mujer;0.7776072;0.99422568;0.74208546;0.71026313;0.86686385
2019;76;Valle del Cauca;Cali;hombre;0.91347492;0.99542516;0.85554528;0.75991482;0.93726236
2019;76;Valle del Cauca;Cali;mujer;0.93584961;0.99667335;0.87780041;0.79815823;0.95123273
