year;dpto;nom_dpto;nom_ciu;sexo;Estufa;InmuebleRecreo;TV;Lavadora;Nevera
2016;73;Tolima;Ibague;mujer;0.8786152;0.011633864;0.95491761;0.5318352;0.88205141
2016;76;Valle del Cauca;Cali;hombre;0.94461888;0.015984256;0.95135063;0.62319434;0.89865047
2016;76;Valle del Cauca;Cali;mujer;0.97133958;0.015730897;0.96242362;0.65093338;0.92384285
2017;5;Antioquia;Medellin;hombre;0.9550007;0.021563472;0.95042998;0.72112584;0.92317718
2017;5;Antioquia;Medellin;mujer;0.96715963;0.020779734;0.96251398;0.75088304;0.94445497
2017;8;Atlantico;Barranquilla;hombre;0.92629701;0.010352504;0.96245241;0.67083007;0.88771504
2017;8;Atlantico;Barranquilla;mujer;0.93989682;0.01091557;0.96876281;0.69225758;0.9046827
2017;11;Bogota;Bogota;hombre;0.9806819;0.032156367;0.97861558;0.79270738;0.8680442
2017;11;Bogota;Bogota;mujer;0.98919553;0.028668325;0.98053944;0.80885643;0.88604188
2017;13;Bolivar;Cartagena;hombre;0.81754947;0.007520745;0.88064301;0.65146095;0.79711401
2017;13;Bolivar;Cartagena;mujer;0.85072929;0.008756671;0.90745813;0.68653738;0.82611418
2017;15;Boyaca;Tunja;hombre;0.86391127;0.011238303;0.93597144;0.52260435;0.77958316
2017;15;Boyaca;Tunja;mujer;0.87439716;0.009823903;0.94240576;0.55405658;0.80221808
2017;17;Caldas;Manizales;hombre;0.93751347;0.012642448;0.94791698;0.61379892;0.89262921
2017;17;Caldas;Manizales;mujer;0.95376182;0.012668699;0.9587177;0.6392225;0.91896331
2017;18;Caqueta;Florencia;hombre;0.92278081;0.020137692;0.85137266;0.36389709;0.73532277
2017;18;Caqueta;Florencia;mujer;0.93880826;0.022975761;0.86465424;0.39117894;0.74568534
2017;19;Cauca;Popayan;hombre;0.75466168;0.004500649;0.88477194;0.24935475;0.66030258
2017;19;Cauca;Popayan;mujer;0.79447889;0.007129998;0.8904953;0.28374675;0.70278782
2017;20;Cesar;Valledupar;hombre;0.82075363;0.014474845;0.83882731;0.53533918;0.75638139
2017;20;Cesar;Valledupar;mujer;0.8588208;0.015457145;0.86381853;0.56668657;0.79627186
2017;23;Cordoba;Monteria;hombre;0.690705;0.004243627;0.88701415;0.58278376;0.75698233
2017;23;Cordoba;Monteria;mujer;0.73575217;0.004584029;0.89573097;0.61620378;0.78626865
2017;25;Cundinamarca;Cundinamarca;hombre;0.93886036;0.01470991;0.95109457;0.61446059;0.81658316
2017;25;Cundinamarca;Cundinamarca;mujer;0.95887983;0.018507114;0.9677152;0.63863808;0.85516661
2017;27;Choco;Quibdo;hombre;0.71617943;0.005273606;0.6786418;0.44630918;0.60490477
2017;27;Choco;Quibdo;mujer;0.74733657;0.006466621;0.70598197;0.4784939;0.63413626
2017;41;Huila;Neiva;hombre;0.85805422;0.017909901;0.92654419;0.49789995;0.86953455
2017;41;Huila;Neiva;mujer;0.8838588;0.019890262;0.93614435;0.52453899;0.89080089
2017;44;La Guajira;Riohacha;hombre;0.62580973;0.006399495;0.68374163;0.37329781;0.53731251
2017;44;La Guajira;Riohacha;mujer;0.67232132;0.006639187;0.70935297;0.40340248;0.57360804
2017;47;Magdalena;Santa Marta;hombre;0.84272933;0.002579669;0.88797539;0.5485186;0.74816024
2017;47;Magdalena;Santa Marta;mujer;0.86938566;0.002539762;0.8966015;0.56527323;0.78018415
2017;50;Meta;Villavicencio;hombre;0.91861171;0.006076213;0.91075855;0.6095345;0.86791784
2017;50;Meta;Villavicencio;mujer;0.95146841;0.005887424;0.92457789;0.64843297;0.90036976
2017;52;Nariño;Pasto;hombre;0.91933566;0.014807153;0.94533688;0.2784417;0.57527405
2017;52;Nariño;Pasto;mujer;0.93309128;0.013874081;0.94571179;0.30502403;0.5987969
2017;54;Norte de Santander;Cucuta;hombre;0.84734237;0.006000766;0.94053775;0.49662793;0.84482086
2017;54;Norte de Santander;Cucuta;mujer;0.87848461;0.005870316;0.9482547;0.5259077;0.87235391
2017;63;Quindio;Armenia;hombre;0.92818737;0.016336711;0.94520795;0.62186825;0.88996971
2017;63;Quindio;Armenia;mujer;0.96493542;0.013478816;0.962035;0.67846465;0.92412555
2017;66;Risaralda;Pereira;hombre;0.96675169;0.010635856;0.97385663;0.69368452;0.94178873
2017;66;Risaralda;Pereira;mujer;0.97814494;0.011088077;0.97732103;0.72394627;0.95807856
2017;68;Santander;Bucaramanga;hombre;0.90932006;0.008459692;0.95233619;0.66388696;0.9085716
2017;68;Santander;Bucaramanga;mujer;0.93429762;0.008358631;0.95860583;0.70117503;0.93014711
2017;70;Sucre;Sincelejo;hombre;0.72285992;0.00165641;0.89074147;0.58967668;0.74225825
2017;70;Sucre;Sincelejo;mujer;0.76813579;0.001934622;0.9110232;0.60574913;0.76460212
2017;73;Tolima;Ibague;hombre;0.87100244;0.008553907;0.92015243;0.49905097;0.8633737
2017;73;Tolima;Ibague;mujer;0.90774691;0.007920905;0.94023228;0.53561914;0.8967669
2017;76;Valle del Cauca;Cali;hombre;0.95120865;0.022421865;0.95240939;0.63323975;0.90839374
2017;76;Valle del Cauca;Cali;mujer;0.9756918;0.024467787;0.96596533;0.66189313;0.93509847
2018;5;Antioquia;Medellin;hombre;0.94882405;0.023241846;0.94543666;0.72385401;0.92571765
2018;5;Antioquia;Medellin;mujer;0.96046227;0.023277074;0.95466536;0.7591933;0.94511396
2018;8;Atlantico;Barranquilla;hombre;0.93656522;0.006596055;0.94618666;0.67806888;0.8775034
2018;8;Atlantico;Barranquilla;mujer;0.9503721;0.007340703;0.95637858;0.69629395;0.89901942
2018;11;Bogota;Bogota;hombre;0.97836906;0.033795133;0.97276002;0.80131251;0.87716401
2018;11;Bogota;Bogota;mujer;0.99002069;0.031467978;0.9770363;0.8204518;0.90138233
2018;13;Bolivar;Cartagena;hombre;0.83257842;0.002687478;0.87410164;0.63302469;0.77221936
2018;13;Bolivar;Cartagena;mujer;0.87129694;0.002368778;0.89520895;0.68079454;0.80542541
2018;15;Boyaca;Tunja;hombre;0.89060414;0.007881366;0.93249065;0.54113209;0.79023445
2018;15;Boyaca;Tunja;mujer;0.90155369;0.006375843;0.93522877;0.55228466;0.81563324
2018;17;Caldas;Manizales;hombre;0.93487477;0.009928191;0.95016301;0.64476705;0.90160656
2018;17;Caldas;Manizales;mujer;0.95988578;0.010866823;0.96147698;0.69060189;0.93366623
2018;18;Caqueta;Florencia;hombre;0.92688519;0.021158591;0.87888008;0.3667444;0.7826212
2018;18;Caqueta;Florencia;mujer;0.95006543;0.019799067;0.882204;0.38365686;0.79971975
2018;19;Cauca;Popayan;hombre;0.7350508;0.004715438;0.86527926;0.24219407;0.65876031
2018;19;Cauca;Popayan;mujer;0.7764616;0.003377932;0.87431014;0.26353458;0.69435191
2018;20;Cesar;Valledupar;hombre;0.80252922;0.003947408;0.83343804;0.53054118;0.73443729
2018;20;Cesar;Valledupar;mujer;0.84613585;0.005354353;0.86904067;0.56339675;0.77853566
2018;23;Cordoba;Monteria;hombre;0.69070613;0.005001081;0.89103144;0.5614593;0.75431526
2018;23;Cordoba;Monteria;mujer;0.73198253;0.007014117;0.90053862;0.59078354;0.78923208
2018;25;Cundinamarca;Cundinamarca;hombre;0.92342585;0.01299603;0.93198431;0.5916388;0.81685132
2018;25;Cundinamarca;Cundinamarca;mujer;0.94126743;0.01457234;0.93969941;0.62866586;0.84588927
2018;27;Choco;Quibdo;hombre;0.67153299;0.045544289;0.6769433;0.4081012;0.58159232
2018;27;Choco;Quibdo;mujer;0.70255256;0.042982355;0.71658885;0.42278811;0.61495578
2018;41;Huila;Neiva;hombre;0.83953631;0.010406869;0.92735225;0.51365352;0.85284013
2018;41;Huila;Neiva;mujer;0.86913681;0.010743982;0.93209356;0.52680057;0.87404168
2018;44;La Guajira;Riohacha;hombre;0.61919606;0.004680164;0.6755991;0.3609404;0.50639188
2018;44;La Guajira;Riohacha;mujer;0.65011394;0.004968719;0.69584644;0.37165153;0.52500278
2018;47;Magdalena;Santa Marta;hombre;0.82194787;0.005985434;0.86417037;0.52573782;0.73638415
2018;47;Magdalena;Santa Marta;mujer;0.86576289;0.007676703;0.89360243;0.56102335;0.77155226
2018;50;Meta;Villavicencio;hombre;0.91733903;0.007634393;0.91123968;0.62470675;0.85459703
2018;50;Meta;Villavicencio;mujer;0.94933921;0.00805131;0.92586505;0.65506792;0.892425
2018;52;Nariño;Pasto;hombre;0.91041154;0.011150653;0.92675805;0.28011429;0.56572509
2018;52;Nariño;Pasto;mujer;0.92635018;0.014656525;0.9299683;0.28887552;0.59457982
2018;54;Norte de Santander;Cucuta;hombre;0.85425806;0.004353829;0.91552091;0.50304061;0.84148997
2018;54;Norte de Santander;Cucuta;mujer;0.88842344;0.003741357;0.924887;0.52486897;0.85406613
2018;63;Quindio;Armenia;hombre;0.93172359;0.004999994;0.95260161;0.64498675;0.90837353
2018;63;Quindio;Armenia;mujer;0.96047473;0.00580419;0.96817911;0.68749464;0.93905216
2018;66;Risaralda;Pereira;hombre;0.95470446;0.015311407;0.96516806;0.68538874;0.9343456
2018;66;Risaralda;Pereira;mujer;0.9654144;0.0165352;0.97455931;0.72798699;0.95668197
2018;68;Santander;Bucaramanga;hombre;0.8928116;0.010850209;0.94549191;0.67087686;0.9022395
2018;68;Santander;Bucaramanga;mujer;0.92283106;0.011468786;0.9580124;0.70405489;0.92183232
2018;70;Sucre;Sincelejo;hombre;0.73366922;0.000714403;0.92451656;0.62940317;0.73926216
2018;70;Sucre;Sincelejo;mujer;0.78162336;0.000679964;0.94020247;0.65943438;0.77370089
2018;73;Tolima;Ibague;hombre;0.87346095;0.004228791;0.91853815;0.48349193;0.83771378
2018;73;Tolima;Ibague;mujer;0.91021866;0.003792659;0.93708289;0.5191282;0.88166881
2018;76;Valle del Cauca;Cali;hombre;0.94621104;0.024470747;0.94267327;0.64537841;0.8999958
2018;76;Valle del Cauca;Cali;mujer;0.97616851;0.024282249;0.95642209;0.67973;0.93244433
2019;5;Antioquia;Medellin;hombre;0.94715548;0.017720357;0.94024217;0.70226759;0.91715533
2019;5;Antioquia;Medellin;mujer;0.96233606;0.018880911;0.95119661;0.73950064;0.93623465
2019;8;Atlantico;Barranquilla;hombre;0.94022691;0.00662009;0.94443578;0.66471672;0.88229018
2019;8;Atlantico;Barranquilla;mujer;0.94883674;0.006585897;0.95187622;0.68455362;0.89857382
2019;11;Bogota;Bogota;hombre;0.98521364;0.049506612;0.97203523;0.7856788;0.86970896
2019;11;Bogota;Bogota;mujer;0.99350524;0.052378878;0.97503918;0.80719513;0.8913973
2019;13;Bolivar;Cartagena;hombre;0.83472401;0.004196102;0.87887979;0.64310372;0.77200413
2019;13;Bolivar;Cartagena;mujer;0.86435282;0.004920931;0.89763874;0.67376536;0.80434704
2019;15;Boyaca;Tunja;hombre;0.84260499;0.013834215;0.93487275;0.51371592;0.77091253
2019;15;Boyaca;Tunja;mujer;0.86656755;0.010225605;0.94206029;0.54859483;0.80888617
2019;17;Caldas;Manizales;hombre;0.92468607;0.007085883;0.94052732;0.62568724;0.89949656
2019;17;Caldas;Manizales;mujer;0.95129585;0.007354586;0.95295924;0.66205567;0.92803687
2019;18;Caqueta;Florencia;hombre;0.94107461;0.051414534;0.87470937;0.39796984;0.80595344
2019;18;Caqueta;Florencia;mujer;0.9520874;0.052313462;0.88697761;0.42229262;0.8227424
2019;19;Cauca;Popayan;hombre;0.76519865;0.00455951;0.86829352;0.25040394;0.68933249
2019;19;Cauca;Popayan;mujer;0.78762788;0.004514108;0.88550591;0.26812163;0.71255761
2019;20;Cesar;Valledupar;hombre;0.80128145;0.002413316;0.80883223;0.51827598;0.71985382
2019;20;Cesar;Valledupar;mujer;0.84627587;0.002623391;0.84292746;0.53609222;0.76555043
2019;23;Cordoba;Monteria;hombre;0.74125737;0.005127796;0.86963463;0.59555447;0.77224934
2019;23;Cordoba;Monteria;mujer;0.77418256;0.005350011;0.88438296;0.6185056;0.80837655
2019;25;Cundinamarca;Cundinamarca;hombre;0.94199109;0.014875336;0.94253236;0.61144304;0.83780473
2019;25;Cundinamarca;Cundinamarca;mujer;0.95185512;0.012588715;0.94820535;0.63452464;0.85408723
2019;27;Choco;Quibdo;hombre;0.69314897;0.032615505;0.69872057;0.45118862;0.64631009
2019;27;Choco;Quibdo;mujer;0.72532278;0.031432271;0.7291249;0.48191741;0.67682421
2019;41;Huila;Neiva;hombre;0.85601252;0.008752113;0.92929196;0.54482996;0.87315774
2019;41;Huila;Neiva;mujer;0.86325341;0.01116226;0.93093002;0.57570308;0.88604075
2019;44;La Guajira;Riohacha;hombre;0.61238235;0.003694285;0.65203846;0.32457113;0.50149971
2019;44;La Guajira;Riohacha;mujer;0.63603246;0.004045107;0.67042214;0.33237436;0.52668327
2019;47;Magdalena;Santa Marta;hombre;0.8150605;0.011889876;0.86299932;0.53749526;0.73352385
2019;47;Magdalena;Santa Marta;mujer;0.8622818;0.013024529;0.88804424;0.57055575;0.77153713
2019;50;Meta;Villavicencio;hombre;0.85888499;0.005742578;0.90336078;0.61441129;0.86037153
2019;50;Meta;Villavicencio;mujer;0.89723361;0.00545679;0.92698663;0.65434808;0.90157378
2019;52;Nariño;Pasto;hombre;0.86492014;0.016359944;0.92014593;0.32725731;0.58630836
2019;52;Nariño;Pasto;mujer;0.89406908;0.015381226;0.92339844;0.33881563;0.62362152
2019;54;Norte de Santander;Cucuta;hombre;0.84682918;0.001415507;0.88388598;0.46612173;0.79495239
2019;54;Norte de Santander;Cucuta;mujer;0.86844814;0.001676898;0.89597601;0.48643589;0.81909931
2019;63;Quindio;Armenia;hombre;0.95017439;0.006919572;0.95858192;0.65269446;0.90148002
2019;63;Quindio;Armenia;mujer;0.9718979;0.008187632;0.96131241;0.65826845;0.9294216
2019;66;Risaralda;Pereira;hombre;0.95618248;0.024901805;0.97562438;0.71320409;0.94250494
2019;66;Risaralda;Pereira;mujer;0.96680528;0.024281725;0.97998667;0.75981104;0.96154994
2019;68;Santander;Bucaramanga;hombre;0.89582318;0.010891604;0.93405288;0.65963727;0.88519758
2019;68;Santander;Bucaramanga;mujer;0.91856748;0.011295236;0.94267029;0.69327879;0.90556127
2019;70;Sucre;Sincelejo;hombre;0.74450427;0.000333802;0.89540619;0.61467326;0.75146073
2019;70;Sucre;Sincelejo;mujer;0.78484195;0.000402124;0.91112971;0.64537746;0.77505636
2019;73;Tolima;Ibague;hombre;0.86489457;0.009585116;0.93516684;0.50415325;0.85625499
2019;73;Tolima;Ibague;mujer;0.89617372;0.005709883;0.94385028;0.55622655;0.88990426
2019;76;Valle del Cauca;Cali;hombre;0.95242965;0.022905944;0.94236076;0.64297378;0.89888895
2019;76;Valle del Cauca;Cali;mujer;0.97609103;0.026709095;0.95551848;0.68202466;0.93060559
