year;dpto;nom_dpto;nom_ciu;sexo;etaria;personas;edad
2010;5;Antioquia;Medellin;hombre;10-14 años;-2356632.591;-9.0113096
2010;5;Antioquia;Medellin;hombre;15-19 años;-3202110.523;-12.244255
2010;5;Antioquia;Medellin;hombre;20-24 años;-2893126.91;-11.062761
2010;5;Antioquia;Medellin;hombre;25-29 años;-2689789.567;-10.285238
2010;5;Antioquia;Medellin;hombre;30-34 años;-2303999.85;-8.8100529
2010;5;Antioquia;Medellin;hombre;35-39 años;-2200820.971;-8.4155169
2010;5;Antioquia;Medellin;hombre;40-44 años;-2258671.046;-8.6367235
2010;5;Antioquia;Medellin;hombre;45-49 años;-2053016.866;-7.8503418
2010;5;Antioquia;Medellin;hombre;50-54 años;-1757504.556;-6.7203598
2010;5;Antioquia;Medellin;hombre;55-59 años;-1342323.887;-5.1327887
2010;5;Antioquia;Medellin;hombre;60-64 años;-985783.7924;-3.7694478
2010;5;Antioquia;Medellin;hombre;65-69 años;-726148.3302;-2.7766516
2010;5;Antioquia;Medellin;hombre;70-74 años;-558487.0394;-2.1355472
2010;5;Antioquia;Medellin;hombre;75-79 años;-440001.6273;-1.6824816
2010;5;Antioquia;Medellin;hombre;80-84 años;-240409.6968;-0.91928047
2010;5;Antioquia;Medellin;hombre;85-mas años;-143115.4236;-0.54724586
2010;5;Antioquia;Medellin;mujer;10-14 años;2126295.005;7.4521518
2010;5;Antioquia;Medellin;mujer;15-19 años;3299407.37;11.563628
2010;5;Antioquia;Medellin;mujer;20-24 años;2976881.705;10.433253
2010;5;Antioquia;Medellin;mujer;25-29 años;2893654.082;10.141561
2010;5;Antioquia;Medellin;mujer;30-34 años;2506209.986;8.7836618
2010;5;Antioquia;Medellin;mujer;35-39 años;2402803.722;8.4212484
2010;5;Antioquia;Medellin;mujer;40-44 años;2481526.341;8.6971521
2010;5;Antioquia;Medellin;mujer;45-49 años;2319999.952;8.1310406
2010;5;Antioquia;Medellin;mujer;50-54 años;2008729.807;7.0401139
2010;5;Antioquia;Medellin;mujer;55-59 años;1494940.801;5.2394071
2010;5;Antioquia;Medellin;mujer;60-64 años;1276054.685;4.4722643
2010;5;Antioquia;Medellin;mujer;65-69 años;876750.7416;3.0728002
2010;5;Antioquia;Medellin;mujer;70-74 años;796409.0782;2.7912219
2010;5;Antioquia;Medellin;mujer;75-79 años;505440.0282;1.7714455
2010;5;Antioquia;Medellin;mujer;80-84 años;338345.0372;1.1858178
2010;5;Antioquia;Medellin;mujer;85-mas años;229184.2913;0.80323571
2010;8;Atlantico;Barranquilla;hombre;10-14 años;-969949.0995;-8.9131346
2010;8;Atlantico;Barranquilla;hombre;15-19 años;-1432902.876;-13.167347
2010;8;Atlantico;Barranquilla;hombre;20-24 años;-1242481.706;-11.417514
2010;8;Atlantico;Barranquilla;hombre;25-29 años;-1158925.191;-10.64969
2010;8;Atlantico;Barranquilla;hombre;30-34 años;-955620.3875;-8.7814646
2010;8;Atlantico;Barranquilla;hombre;35-39 años;-939506.1685;-8.6333866
2010;8;Atlantico;Barranquilla;hombre;40-44 años;-912013.4751;-8.3807478
2010;8;Atlantico;Barranquilla;hombre;45-49 años;-864032.3754;-7.9398365
2010;8;Atlantico;Barranquilla;hombre;50-54 años;-705031.6951;-6.4787345
2010;8;Atlantico;Barranquilla;hombre;55-59 años;-519806.9394;-4.7766523
2010;8;Atlantico;Barranquilla;hombre;60-64 años;-382721.6272;-3.5169365
2010;8;Atlantico;Barranquilla;hombre;65-69 años;-289160.2292;-2.6571746
2010;8;Atlantico;Barranquilla;hombre;70-74 años;-203987.2418;-1.8744961
2010;8;Atlantico;Barranquilla;hombre;75-79 años;-141258.2302;-1.2980616
2010;8;Atlantico;Barranquilla;hombre;80-84 años;-81846.07581;-0.75210661
2010;8;Atlantico;Barranquilla;hombre;85-mas años;-83000.81979;-0.76271784
2010;8;Atlantico;Barranquilla;mujer;10-14 años;874774.3884;7.6263227
2010;8;Atlantico;Barranquilla;mujer;15-19 años;1418568.504;12.367145
2010;8;Atlantico;Barranquilla;mujer;20-24 años;1254537.235;10.937113
2010;8;Atlantico;Barranquilla;mujer;25-29 años;1130867.912;9.8589582
2010;8;Atlantico;Barranquilla;mujer;30-34 años;1091836.554;9.5186806
2010;8;Atlantico;Barranquilla;mujer;35-39 años;1023164.787;8.9199972
2010;8;Atlantico;Barranquilla;mujer;40-44 años;1006447.546;8.7742558
2010;8;Atlantico;Barranquilla;mujer;45-49 años;951837.2594;8.2981606
2010;8;Atlantico;Barranquilla;mujer;50-54 años;726029.3528;6.3295569
2010;8;Atlantico;Barranquilla;mujer;55-59 años;558397.8195;4.8681374
2010;8;Atlantico;Barranquilla;mujer;60-64 años;407534.0782;3.5529006
2010;8;Atlantico;Barranquilla;mujer;65-69 años;302803.3454;2.6398532
2010;8;Atlantico;Barranquilla;mujer;70-74 años;299491.457;2.61098
2010;8;Atlantico;Barranquilla;mujer;75-79 años;183670.3889;1.6012468
2010;8;Atlantico;Barranquilla;mujer;80-84 años;129452.7655;1.1285751
2010;8;Atlantico;Barranquilla;mujer;85-mas años;111047.9509;0.96812105
2010;11;Bogota;Bogota;hombre;10-14 años;-2409898.305;-7.1604171
2010;11;Bogota;Bogota;hombre;15-19 años;-3899621.732;-11.586762
2010;11;Bogota;Bogota;hombre;20-24 años;-3741456.389;-11.116813
2010;11;Bogota;Bogota;hombre;25-29 años;-4050738.256;-12.035768
2010;11;Bogota;Bogota;hombre;30-34 años;-3484645.133;-10.353762
2010;11;Bogota;Bogota;hombre;35-39 años;-2977678.944;-8.8474369
2010;11;Bogota;Bogota;hombre;40-44 años;-2858420.765;-8.4930906
2010;11;Bogota;Bogota;hombre;45-49 años;-2660882.743;-7.9061556
2010;11;Bogota;Bogota;hombre;50-54 años;-2201597.146;-6.541502
2010;11;Bogota;Bogota;hombre;55-59 años;-1714313.669;-5.0936594
2010;11;Bogota;Bogota;hombre;60-64 años;-1267404.081;-3.7657781
2010;11;Bogota;Bogota;hombre;65-69 años;-973953.6909;-2.8938627
2010;11;Bogota;Bogota;hombre;70-74 años;-630425.3754;-1.8731532
2010;11;Bogota;Bogota;hombre;75-79 años;-370482.2877;-1.1007966
2010;11;Bogota;Bogota;hombre;80-84 años;-278754.5073;-0.82825011
2010;11;Bogota;Bogota;hombre;85-mas años;-135561.9526;-0.40278885
2010;11;Bogota;Bogota;mujer;10-14 años;2144343.529;5.7563486
2010;11;Bogota;Bogota;mujer;15-19 años;3739544.304;10.03856
2010;11;Bogota;Bogota;mujer;20-24 años;3911899.481;10.501236
2010;11;Bogota;Bogota;mujer;25-29 años;4302701.897;11.55032
2010;11;Bogota;Bogota;mujer;30-34 años;3755878.522;10.082408
2010;11;Bogota;Bogota;mujer;35-39 años;3252198.717;8.7303133
2010;11;Bogota;Bogota;mujer;40-44 años;3307271.734;8.8781528
2010;11;Bogota;Bogota;mujer;45-49 años;3185104.43;8.5502024
2010;11;Bogota;Bogota;mujer;50-54 años;2687245.79;7.2137341
2010;11;Bogota;Bogota;mujer;55-59 años;2067069.561;5.548912
2010;11;Bogota;Bogota;mujer;60-64 años;1588137.272;4.2632499
2010;11;Bogota;Bogota;mujer;65-69 años;1191670.806;3.1989617
2010;11;Bogota;Bogota;mujer;70-74 años;857531.3718;2.3019865
2010;11;Bogota;Bogota;mujer;75-79 años;567050.0884;1.5222086
2010;11;Bogota;Bogota;mujer;80-84 años;408979.312;1.097878
2010;11;Bogota;Bogota;mujer;85-mas años;285173.4376;0.76552927
2010;13;Bolivar;Cartagena;hombre;10-14 años;-966359.6969;-10.594707
2010;13;Bolivar;Cartagena;hombre;15-19 años;-1359731.474;-14.907449
2010;13;Bolivar;Cartagena;hombre;20-24 años;-1013705.381;-11.113783
2010;13;Bolivar;Cartagena;hombre;25-29 años;-820009.088;-8.9901896
2010;13;Bolivar;Cartagena;hombre;30-34 años;-769678.7782;-8.4383917
2010;13;Bolivar;Cartagena;hombre;35-39 años;-748860.2826;-8.2101479
2010;13;Bolivar;Cartagena;hombre;40-44 años;-749505.8485;-8.2172251
2010;13;Bolivar;Cartagena;hombre;45-49 años;-729665.2132;-7.999702
2010;13;Bolivar;Cartagena;hombre;50-54 años;-464898.3051;-5.0969238
2010;13;Bolivar;Cartagena;hombre;55-59 años;-417465.1178;-4.5768886
2010;13;Bolivar;Cartagena;hombre;60-64 años;-376067.7501;-4.1230278
2010;13;Bolivar;Cartagena;hombre;65-69 años;-229244.8773;-2.5133317
2010;13;Bolivar;Cartagena;hombre;70-74 años;-219234.0192;-2.4035773
2010;13;Bolivar;Cartagena;hombre;75-79 años;-115730.7841;-1.2688172
2010;13;Bolivar;Cartagena;hombre;80-84 años;-73815.62228;-0.80927932
2010;13;Bolivar;Cartagena;hombre;85-mas años;-67182.68936;-0.73655903
2010;13;Bolivar;Cartagena;mujer;10-14 años;851734.9965;9.3263836
2010;13;Bolivar;Cartagena;mujer;15-19 años;1228673.601;13.453811
2010;13;Bolivar;Cartagena;mujer;20-24 años;997750.5149;10.925234
2010;13;Bolivar;Cartagena;mujer;25-29 años;850312.8342;9.310811
2010;13;Bolivar;Cartagena;mujer;30-34 años;851362.1678;9.3223019
2010;13;Bolivar;Cartagena;mujer;35-39 años;837842.2267;9.1742601
2010;13;Bolivar;Cartagena;mujer;40-44 años;750080.0682;8.2132759
2010;13;Bolivar;Cartagena;mujer;45-49 años;648340.1127;7.0992374
2010;13;Bolivar;Cartagena;mujer;50-54 años;548735.9395;6.008585
2010;13;Bolivar;Cartagena;mujer;55-59 años;437871.7041;4.7946362
2010;13;Bolivar;Cartagena;mujer;60-64 años;361039.8709;3.9533381
2010;13;Bolivar;Cartagena;mujer;65-69 años;232014.8371;2.5405314
2010;13;Bolivar;Cartagena;mujer;70-74 años;183721.5438;2.0117261
2010;13;Bolivar;Cartagena;mujer;75-79 años;170340.5436;1.8652061
2010;13;Bolivar;Cartagena;mujer;80-84 años;91666.78819;1.003739
2010;13;Bolivar;Cartagena;mujer;85-mas años;91044.04799;0.99692011
2010;15;Boyaca;Tunja;hombre;10-14 años;-734860.0383;-12.384534
2010;15;Boyaca;Tunja;hombre;15-19 años;-826425.5035;-13.927679
2010;15;Boyaca;Tunja;hombre;20-24 años;-543638.7274;-9.1618977
2010;15;Boyaca;Tunja;hombre;25-29 años;-488622.7879;-8.2347183
2010;15;Boyaca;Tunja;hombre;30-34 años;-497614.9762;-8.3862629
2010;15;Boyaca;Tunja;hombre;35-39 años;-432700.7837;-7.2922697
2010;15;Boyaca;Tunja;hombre;40-44 años;-462488.9715;-7.7942877
2010;15;Boyaca;Tunja;hombre;45-49 años;-432911.7434;-7.295825
2010;15;Boyaca;Tunja;hombre;50-54 años;-347868.1449;-5.8625922
2010;15;Boyaca;Tunja;hombre;55-59 años;-341791.6516;-5.7601857
2010;15;Boyaca;Tunja;hombre;60-64 años;-247586.6355;-4.1725564
2010;15;Boyaca;Tunja;hombre;65-69 años;-157527.3513;-2.6547952
2010;15;Boyaca;Tunja;hombre;70-74 años;-148503.8488;-2.5027227
2010;15;Boyaca;Tunja;hombre;75-79 años;-134060.3315;-2.2593074
2010;15;Boyaca;Tunja;hombre;80-84 años;-76791.69721;-1.2941639
2010;15;Boyaca;Tunja;hombre;85-mas años;-60298.05847;-1.016198
2010;15;Boyaca;Tunja;mujer;10-14 años;592527.5241;9.251214
2010;15;Boyaca;Tunja;mujer;15-19 años;836012.957;13.052785
2010;15;Boyaca;Tunja;mujer;20-24 años;617190.4515;9.6362791
2010;15;Boyaca;Tunja;mujer;25-29 años;538623.8002;8.4096079
2010;15;Boyaca;Tunja;mujer;30-34 años;565695.7639;8.8322859
2010;15;Boyaca;Tunja;mujer;35-39 años;498053.6495;7.7761803
2010;15;Boyaca;Tunja;mujer;40-44 años;540244.9513;8.4349184
2010;15;Boyaca;Tunja;mujer;45-49 años;475050.7025;7.4170322
2010;15;Boyaca;Tunja;mujer;50-54 años;429212.7813;6.7013583
2010;15;Boyaca;Tunja;mujer;55-59 años;358929.6764;5.6040187
2010;15;Boyaca;Tunja;mujer;60-64 años;258626.8319;4.0379763
2010;15;Boyaca;Tunja;mujer;65-69 años;229336.02;3.5806549
2010;15;Boyaca;Tunja;mujer;70-74 años;177720.4295;2.7747736
2010;15;Boyaca;Tunja;mujer;75-79 años;123978.2506;1.9356894
2010;15;Boyaca;Tunja;mujer;80-84 años;104476.1304;1.6312002
2010;15;Boyaca;Tunja;mujer;85-mas años;59182.66378;0.92402709
2010;17;Caldas;Manizales;hombre;10-14 años;-531248.4923;-10.799735
2010;17;Caldas;Manizales;hombre;15-19 años;-632613.2633;-12.860377
2010;17;Caldas;Manizales;hombre;20-24 años;-448082.2605;-9.1090517
2010;17;Caldas;Manizales;hombre;25-29 años;-395394.2768;-8.0379591
2010;17;Caldas;Manizales;hombre;30-34 años;-380702.9415;-7.7392993
2010;17;Caldas;Manizales;hombre;35-39 años;-358256.5031;-7.2829862
2010;17;Caldas;Manizales;hombre;40-44 años;-414387.7586;-8.424077
2010;17;Caldas;Manizales;hombre;45-49 años;-389647.8457;-7.9211402
2010;17;Caldas;Manizales;hombre;50-54 años;-333392.7921;-6.7775326
2010;17;Caldas;Manizales;hombre;55-59 años;-279681.4852;-5.685637
2010;17;Caldas;Manizales;hombre;60-64 años;-258925.0067;-5.263679
2010;17;Caldas;Manizales;hombre;65-69 años;-163377.9993;-3.3213067
2010;17;Caldas;Manizales;hombre;70-74 años;-117282.0755;-2.3842239
2010;17;Caldas;Manizales;hombre;75-79 años;-99272.88766;-2.0181158
2010;17;Caldas;Manizales;hombre;80-84 años;-75501.74718;-1.5348729
2010;17;Caldas;Manizales;hombre;85-mas años;-41320.87785;-0.84001094
2010;17;Caldas;Manizales;mujer;10-14 años;419215.316;8.0096874
2010;17;Caldas;Manizales;mujer;15-19 años;582317.0226;11.125971
2010;17;Caldas;Manizales;mujer;20-24 años;552075.4033;10.548163
2010;17;Caldas;Manizales;mujer;25-29 años;388305.5022;7.4191132
2010;17;Caldas;Manizales;mujer;30-34 años;431273.6453;8.2400789
2010;17;Caldas;Manizales;mujer;35-39 años;426057.6171;8.140419
2010;17;Caldas;Manizales;mujer;40-44 años;460576.2234;8.7999449
2010;17;Caldas;Manizales;mujer;45-49 años;428735.619;8.1915865
2010;17;Caldas;Manizales;mujer;50-54 años;374517.6083;7.1556764
2010;17;Caldas;Manizales;mujer;55-59 años;347422.2369;6.6379819
2010;17;Caldas;Manizales;mujer;60-64 años;258417.7991;4.937429
2010;17;Caldas;Manizales;mujer;65-69 años;182834.8875;3.4933131
2010;17;Caldas;Manizales;mujer;70-74 años;158736.7147;3.0328841
2010;17;Caldas;Manizales;mujer;75-79 años;98648.10623;1.8848083
2010;17;Caldas;Manizales;mujer;80-84 años;79534.63891;1.5196191
2010;17;Caldas;Manizales;mujer;85-mas años;45185.24596;0.86332655
2010;18;Caqueta;Florencia;hombre;10-14 años;-414182.0549;-15.627003
2010;18;Caqueta;Florencia;hombre;15-19 años;-433528.546;-16.356941
2010;18;Caqueta;Florencia;hombre;20-24 años;-273985.3998;-10.337412
2010;18;Caqueta;Florencia;hombre;25-29 años;-226860.9589;-8.5594168
2010;18;Caqueta;Florencia;hombre;30-34 años;-205629.7336;-7.7583671
2010;18;Caqueta;Florencia;hombre;35-39 años;-178901.1374;-6.7499027
2010;18;Caqueta;Florencia;hombre;40-44 años;-205096.9742;-7.738266
2010;18;Caqueta;Florencia;hombre;45-49 años;-169146.2996;-6.3818545
2010;18;Caqueta;Florencia;hombre;50-54 años;-128235.5762;-4.8383017
2010;18;Caqueta;Florencia;hombre;55-59 años;-113711.2399;-4.2903013
2010;18;Caqueta;Florencia;hombre;60-64 años;-100582.7675;-3.7949667
2010;18;Caqueta;Florencia;hombre;65-69 años;-61784.97723;-2.3311343
2010;18;Caqueta;Florencia;hombre;70-74 años;-58273.9298;-2.1986632
2010;18;Caqueta;Florencia;hombre;75-79 años;-40017.19566;-1.5098404
2010;18;Caqueta;Florencia;hombre;80-84 años;-22341.11875;-0.84292573
2010;18;Caqueta;Florencia;hombre;85-mas años;-18147.68056;-0.68470818
2010;18;Caqueta;Florencia;mujer;10-14 años;298467.5547;11.91641
2010;18;Caqueta;Florencia;mujer;15-19 años;361499.0283;14.432961
2010;18;Caqueta;Florencia;mujer;20-24 años;280643.6623;11.204785
2010;18;Caqueta;Florencia;mujer;25-29 años;228661.4433;9.1293793
2010;18;Caqueta;Florencia;mujer;30-34 años;213228.7293;8.5132236
2010;18;Caqueta;Florencia;mujer;35-39 años;219216.5232;8.7522879
2010;18;Caqueta;Florencia;mujer;40-44 años;205668.4561;8.2113771
2010;18;Caqueta;Florencia;mujer;45-49 años;164026.1217;6.5487943
2010;18;Caqueta;Florencia;mujer;50-54 años;152001.647;6.0687132
2010;18;Caqueta;Florencia;mujer;55-59 años;122023.5522;4.8718286
2010;18;Caqueta;Florencia;mujer;60-64 años;82045.10752;3.2756765
2010;18;Caqueta;Florencia;mujer;65-69 años;66693.16005;2.6627452
2010;18;Caqueta;Florencia;mujer;70-74 años;50926.02271;2.0332372
2010;18;Caqueta;Florencia;mujer;75-79 años;30790.64717;1.2293261
2010;18;Caqueta;Florencia;mujer;80-84 años;17656.63507;0.70494664
2010;18;Caqueta;Florencia;mujer;85-mas años;11128.5204;0.44430965
2010;19;Cauca;Popayan;hombre;10-14 años;-757524.3405;-11.81835
2010;19;Cauca;Popayan;hombre;15-19 años;-886056.9784;-13.823624
2010;19;Cauca;Popayan;hombre;20-24 años;-679516.177;-10.601323
2010;19;Cauca;Popayan;hombre;25-29 años;-553831.6222;-8.6404829
2010;19;Cauca;Popayan;hombre;30-34 años;-540721.0098;-8.4359407
2010;19;Cauca;Popayan;hombre;35-39 años;-519097.5007;-8.0985861
2010;19;Cauca;Popayan;hombre;40-44 años;-482955.6484;-7.5347271
2010;19;Cauca;Popayan;hombre;45-49 años;-409456.1126;-6.3880401
2010;19;Cauca;Popayan;hombre;50-54 años;-407437.7889;-6.3565516
2010;19;Cauca;Popayan;hombre;55-59 años;-282362.8516;-4.4052224
2010;19;Cauca;Popayan;hombre;60-64 años;-258789.0423;-4.0374408
2010;19;Cauca;Popayan;hombre;65-69 años;-206447.8274;-3.2208507
2010;19;Cauca;Popayan;hombre;70-74 años;-157043.2721;-2.4500763
2010;19;Cauca;Popayan;hombre;75-79 años;-119366.4657;-1.8622698
2010;19;Cauca;Popayan;hombre;80-84 años;-79680.4269;-1.2431167
2010;19;Cauca;Popayan;hombre;85-mas años;-69443.10885;-1.0834014
2010;19;Cauca;Popayan;mujer;10-14 años;677965.4731;10.593525
2010;19;Cauca;Popayan;mujer;15-19 años;863771.6745;13.496833
2010;19;Cauca;Popayan;mujer;20-24 años;666354.3558;10.412096
2010;19;Cauca;Popayan;mujer;25-29 años;564528.578;8.8210211
2010;19;Cauca;Popayan;mujer;30-34 años;579825.4387;9.0600414
2010;19;Cauca;Popayan;mujer;35-39 años;525314.0677;8.2082758
2010;19;Cauca;Popayan;mujer;40-44 años;491914.8552;7.686398
2010;19;Cauca;Popayan;mujer;45-49 años;450861.1863;7.0449152
2010;19;Cauca;Popayan;mujer;50-54 años;384755.2167;6.0119786
2010;19;Cauca;Popayan;mujer;55-59 años;341471.2835;5.3356471
2010;19;Cauca;Popayan;mujer;60-64 años;264722.4327;4.1364107
2010;19;Cauca;Popayan;mujer;65-69 años;190328.3813;2.9739692
2010;19;Cauca;Popayan;mujer;70-74 años;159146.0885;2.4867315
2010;19;Cauca;Popayan;mujer;75-79 años;102917.8867;1.6081398
2010;19;Cauca;Popayan;mujer;80-84 años;75205.3091;1.1751179
2010;19;Cauca;Popayan;mujer;85-mas años;60727.81635;0.94890028
2010;20;Cesar;Valledupar;hombre;10-14 años;-557284.9908;-12.276484
2010;20;Cesar;Valledupar;hombre;15-19 años;-683292.4008;-15.052314
2010;20;Cesar;Valledupar;hombre;20-24 años;-521337.836;-11.484601
2010;20;Cesar;Valledupar;hombre;25-29 años;-452762.0092;-9.973938
2010;20;Cesar;Valledupar;hombre;30-34 años;-417759.917;-9.2028732
2010;20;Cesar;Valledupar;hombre;35-39 años;-393828.2456;-8.6756802
2010;20;Cesar;Valledupar;hombre;40-44 años;-344289.6141;-7.5843887
2010;20;Cesar;Valledupar;hombre;45-49 años;-302854.309;-6.6716065
2010;20;Cesar;Valledupar;hombre;50-54 años;-217813.9213;-4.7982435
2010;20;Cesar;Valledupar;hombre;55-59 años;-188635.3379;-4.1554661
2010;20;Cesar;Valledupar;hombre;60-64 años;-180333.8467;-3.9725916
2010;20;Cesar;Valledupar;hombre;65-69 años;-88240.84371;-1.943866
2010;20;Cesar;Valledupar;hombre;70-74 años;-75954.54067;-1.6732098
2010;20;Cesar;Valledupar;hombre;75-79 años;-48282.97994;-1.0636303
2010;20;Cesar;Valledupar;hombre;80-84 años;-36333.13457;-0.80038607
2010;20;Cesar;Valledupar;hombre;85-mas años;-30447.30738;-0.67072666
2010;20;Cesar;Valledupar;mujer;10-14 años;499040.5493;10.894707
2010;20;Cesar;Valledupar;mujer;15-19 años;641666.6112;14.00842
2010;20;Cesar;Valledupar;mujer;20-24 años;582520.7019;12.717188
2010;20;Cesar;Valledupar;mujer;25-29 años;472156.0797;10.307784
2010;20;Cesar;Valledupar;mujer;30-34 años;410577.7181;8.9634476
2010;20;Cesar;Valledupar;mujer;35-39 años;412603.0017;9.0076628
2010;20;Cesar;Valledupar;mujer;40-44 años;389708.465;8.5078449
2010;20;Cesar;Valledupar;mujer;45-49 años;289934.1826;6.3296418
2010;20;Cesar;Valledupar;mujer;50-54 años;255294.6261;5.5734153
2010;20;Cesar;Valledupar;mujer;55-59 años;192310.6524;4.1983929
2010;20;Cesar;Valledupar;mujer;60-64 años;123899.4621;2.7048872
2010;20;Cesar;Valledupar;mujer;65-69 años;107546.0553;2.3478708
2010;20;Cesar;Valledupar;mujer;70-74 años;79794.99967;1.7420291
2010;20;Cesar;Valledupar;mujer;75-79 años;57134.74516;1.2473261
2010;20;Cesar;Valledupar;mujer;80-84 años;38772.9027;0.84646308
2010;20;Cesar;Valledupar;mujer;85-mas años;27617.44084;0.60292482
2010;23;Cordoba;Monteria;hombre;10-14 años;-752317.7689;-11.55902
2010;23;Cordoba;Monteria;hombre;15-19 años;-1001872.938;-15.393321
2010;23;Cordoba;Monteria;hombre;20-24 años;-654835.4941;-10.061249
2010;23;Cordoba;Monteria;hombre;25-29 años;-613919.153;-9.4325886
2010;23;Cordoba;Monteria;hombre;30-34 años;-462699.4941;-7.1091671
2010;23;Cordoba;Monteria;hombre;35-39 años;-500259.9454;-7.6862664
2010;23;Cordoba;Monteria;hombre;40-44 años;-576167.5097;-8.8525515
2010;23;Cordoba;Monteria;hombre;45-49 años;-499499.8488;-7.6745877
2010;23;Cordoba;Monteria;hombre;50-54 años;-413258.6148;-6.3495302
2010;23;Cordoba;Monteria;hombre;55-59 años;-290955.8643;-4.4704041
2010;23;Cordoba;Monteria;hombre;60-64 años;-193064.5467;-2.9663489
2010;23;Cordoba;Monteria;hombre;65-69 años;-183975.0852;-2.8266933
2010;23;Cordoba;Monteria;hombre;70-74 años;-159666.1911;-2.4531982
2010;23;Cordoba;Monteria;hombre;75-79 años;-82153.60971;-1.2622528
2010;23;Cordoba;Monteria;hombre;80-84 años;-77819.38136;-1.1956594
2010;23;Cordoba;Monteria;hombre;85-mas años;-46025.37366;-0.70715892
2010;23;Cordoba;Monteria;mujer;10-14 años;683138.1558;10.289033
2010;23;Cordoba;Monteria;mujer;15-19 años;874516.044;13.171457
2010;23;Cordoba;Monteria;mujer;20-24 años;752190.4634;11.32906
2010;23;Cordoba;Monteria;mujer;25-29 años;592758.8084;8.9277916
2010;23;Cordoba;Monteria;mujer;30-34 años;588114.6179;8.8578434
2010;23;Cordoba;Monteria;mujer;35-39 años;556995.5305;8.3891459
2010;23;Cordoba;Monteria;mujer;40-44 años;551788.4041;8.3107195
2010;23;Cordoba;Monteria;mujer;45-49 años;479263.8129;7.2183952
2010;23;Cordoba;Monteria;mujer;50-54 años;406249.1778;6.118691
2010;23;Cordoba;Monteria;mujer;55-59 años;303925.7029;4.5775537
2010;23;Cordoba;Monteria;mujer;60-64 años;226836.0747;3.4164743
2010;23;Cordoba;Monteria;mujer;65-69 años;199975.9033;3.0119219
2010;23;Cordoba;Monteria;mujer;70-74 años;168771.3055;2.5419362
2010;23;Cordoba;Monteria;mujer;75-79 años;122403.5172;1.8435713
2010;23;Cordoba;Monteria;mujer;80-84 años;82139.45613;1.2371372
2010;23;Cordoba;Monteria;mujer;85-mas años;50411.54245;0.7592696
2010;25;Cundinamarca;Cundinamarca;hombre;10-14 años;-1072199.303;-10.518722
2010;25;Cundinamarca;Cundinamarca;hombre;15-19 años;-1276518.874;-12.523182
2010;25;Cundinamarca;Cundinamarca;hombre;20-24 años;-999892.4671;-9.8093615
2010;25;Cundinamarca;Cundinamarca;hombre;25-29 años;-1172703.974;-11.504715
2010;25;Cundinamarca;Cundinamarca;hombre;30-34 años;-866647.8763;-8.5021763
2010;25;Cundinamarca;Cundinamarca;hombre;35-39 años;-794663.1436;-7.7959766
2010;25;Cundinamarca;Cundinamarca;hombre;40-44 años;-824711.6604;-8.090765
2010;25;Cundinamarca;Cundinamarca;hombre;45-49 años;-714756.8664;-7.0120625
2010;25;Cundinamarca;Cundinamarca;hombre;50-54 años;-674408.5443;-6.6162286
2010;25;Cundinamarca;Cundinamarca;hombre;55-59 años;-521425.7119;-5.1154037
2010;25;Cundinamarca;Cundinamarca;hombre;60-64 años;-424618.2862;-4.1656823
2010;25;Cundinamarca;Cundinamarca;hombre;65-69 años;-305094.1295;-2.9931006
2010;25;Cundinamarca;Cundinamarca;hombre;70-74 años;-193003.4887;-1.8934447
2010;25;Cundinamarca;Cundinamarca;hombre;75-79 años;-187777.8753;-1.8421792
2010;25;Cundinamarca;Cundinamarca;hombre;80-84 años;-91013.88226;-0.89288408
2010;25;Cundinamarca;Cundinamarca;hombre;85-mas años;-73811.15265;-0.72411817
2010;25;Cundinamarca;Cundinamarca;mujer;10-14 años;970181.9444;9.7602949
2010;25;Cundinamarca;Cundinamarca;mujer;15-19 años;1167142.648;11.741774
2010;25;Cundinamarca;Cundinamarca;mujer;20-24 años;1106512.023;11.131813
2010;25;Cundinamarca;Cundinamarca;mujer;25-29 años;912969.2341;9.18472
2010;25;Cundinamarca;Cundinamarca;mujer;30-34 años;859769.2153;8.6495132
2010;25;Cundinamarca;Cundinamarca;mujer;35-39 años;839483.5445;8.4454336
2010;25;Cundinamarca;Cundinamarca;mujer;40-44 años;819954.1268;8.2489624
2010;25;Cundinamarca;Cundinamarca;mujer;45-49 años;726668.9085;7.3104877
2010;25;Cundinamarca;Cundinamarca;mujer;50-54 años;638713.303;6.4256301
2010;25;Cundinamarca;Cundinamarca;mujer;55-59 años;576056.5038;5.7952857
2010;25;Cundinamarca;Cundinamarca;mujer;60-64 años;388841.2006;3.9118488
2010;25;Cundinamarca;Cundinamarca;mujer;65-69 años;299018.6053;3.0082088
2010;25;Cundinamarca;Cundinamarca;mujer;70-74 años;285869.6021;2.8759263
2010;25;Cundinamarca;Cundinamarca;mujer;75-79 años;177116.4292;1.7818396
2010;25;Cundinamarca;Cundinamarca;mujer;80-84 años;98688.57065;0.99283397
2010;25;Cundinamarca;Cundinamarca;mujer;85-mas años;73101.74567;0.73542351
2010;27;Choco;Quibdo;hombre;10-14 años;-484870.2462;-16.4349
2010;27;Choco;Quibdo;hombre;15-19 años;-505034.2198;-17.118368
2010;27;Choco;Quibdo;hombre;20-24 años;-330203.8064;-11.19241
2010;27;Choco;Quibdo;hombre;25-29 años;-268718.554;-9.1083393
