year;dpto;nom_dpto;nom_ciu;sexo;ingresototal;ingnotransitorio
2019;27;Choco;Quibdo;hombre;852771.13;823371.81
2019;27;Choco;Quibdo;mujer;987161.81;910313.63
2019;41;Huila;Neiva;hombre;966391.5;914713.5
2019;41;Huila;Neiva;mujer;758373.75;698424.13
2019;44;La Guajira;Riohacha;hombre;910276.13;840246.44
2019;44;La Guajira;Riohacha;mujer;776581.31;712527.19
2019;47;Magdalena;Santa Marta;hombre;922965.56;882039.13
2019;47;Magdalena;Santa Marta;mujer;767029.69;710962.06
2019;50;Meta;Villavicencio;hombre;1291659.4;1184265.9
2019;50;Meta;Villavicencio;mujer;1043069.8;959875.31
2019;52;Nariño;Pasto;hombre;890608.5;853254.75
2019;52;Nariño;Pasto;mujer;724665.31;666816
2019;54;Norte de Santander;Cucuta;hombre;875089.25;845981
2019;54;Norte de Santander;Cucuta;mujer;782416.31;729831.94
2019;63;Quindio;Armenia;hombre;1067923.3;959152.06
2019;63;Quindio;Armenia;mujer;818142.63;745719.38
2019;66;Risaralda;Pereira;hombre;1096101.1;1045115.9
2019;66;Risaralda;Pereira;mujer;927158.75;863595.69
2019;68;Santander;Bucaramanga;hombre;1375589.6;1257705.3
2019;68;Santander;Bucaramanga;mujer;994658.94;908617.19
2019;70;Sucre;Sincelejo;hombre;911527.19;847883.5
2019;70;Sucre;Sincelejo;mujer;674527.25;607217.69
2019;73;Tolima;Ibague;hombre;980524.13;914112.5
2019;73;Tolima;Ibague;mujer;849790;775573.81
2019;76;Valle del Cauca;Cali;hombre;1255726.4;1181627
2019;76;Valle del Cauca;Cali;mujer;1008004.9;936394.56
