year;Mes;Tipo inactividad;Género;sexo;Total
2019;2;Oficios del Hogar ;1;hombre;399
2019;2;Oficios del Hogar ;0;mujer;5519
2019;2;Otros;1;hombre;1763
2019;2;Otros;0;mujer;1218
2019;3;Estudiando ;1;hombre;2952
2019;3;Estudiando ;0;mujer;2718
2019;3;Oficios del Hogar ;1;hombre;417
2019;3;Oficios del Hogar ;0;mujer;5529
2019;3;Otros;1;hombre;1766
2019;3;Otros;0;mujer;1207
2019;4;Estudiando ;1;hombre;2927
2019;4;Estudiando ;0;mujer;2701
2019;4;Oficios del Hogar ;1;hombre;435
2019;4;Oficios del Hogar ;0;mujer;5540
2019;4;Otros;1;hombre;1747
2019;4;Otros;0;mujer;1220
2019;5;Estudiando ;1;hombre;2927
2019;5;Estudiando ;0;mujer;2655
2019;5;Oficios del Hogar ;1;hombre;404
2019;5;Oficios del Hogar ;0;mujer;5521
2019;5;Otros;1;hombre;1746
2019;5;Otros;0;mujer;1232
2019;6;Estudiando ;1;hombre;2879
2019;6;Estudiando ;0;mujer;2659
2019;6;Oficios del Hogar ;1;hombre;388
2019;6;Oficios del Hogar ;0;mujer;5579
2019;6;Otros;1;hombre;1778
2019;6;Otros;0;mujer;1237
2019;7;Estudiando ;1;hombre;2939
2019;7;Estudiando ;0;mujer;2697
2019;7;Oficios del Hogar ;1;hombre;374
2019;7;Oficios del Hogar ;0;mujer;5588
2019;7;Otros;1;hombre;1817
2019;7;Otros;0;mujer;1220
2019;8;Estudiando ;1;hombre;2929
2019;8;Estudiando ;0;mujer;2747
2019;8;Oficios del Hogar ;1;hombre;371
2019;8;Oficios del Hogar ;0;mujer;5461
2019;8;Otros;1;hombre;1792
2019;8;Otros;0;mujer;1206
2019;9;Estudiando ;1;hombre;2923
2019;9;Estudiando ;0;mujer;2708
2019;9;Oficios del Hogar ;1;hombre;388
2019;9;Oficios del Hogar ;0;mujer;5454
2019;9;Otros;1;hombre;1737
2019;9;Otros;0;mujer;1201
2019;10;Estudiando ;1;hombre;2745
2019;10;Estudiando ;0;mujer;2547
2019;10;Oficios del Hogar ;1;hombre;433
2019;10;Oficios del Hogar ;0;mujer;5580
2019;10;Otros;1;hombre;1743
2019;10;Otros;0;mujer;1271
2019;11;Estudiando ;1;hombre;2651
2019;11;Estudiando ;0;mujer;2440
2019;11;Oficios del Hogar ;1;hombre;475
2019;11;Oficios del Hogar ;0;mujer;5779
2019;11;Otros;1;hombre;1809
2019;11;Otros;0;mujer;1387
2019;12;Estudiando ;1;hombre;2657
2019;12;Estudiando ;0;mujer;2423
2019;12;Oficios del Hogar ;1;hombre;469
2019;12;Oficios del Hogar ;0;mujer;5855
2019;12;Otros;1;hombre;1832
2019;12;Otros;0;mujer;1400
2020;1;Estudiando ;1;hombre;2789
2020;1;Estudiando ;0;mujer;2524
2020;1;Oficios del Hogar ;1;hombre;531
2020;1;Oficios del Hogar ;0;mujer;6053
2020;1;Otros;1;hombre;1969
2020;1;Otros;0;mujer;1364
2020;2;Estudiando ;1;hombre;2910
2020;2;Estudiando ;0;mujer;2659
2020;2;Oficios del Hogar ;1;hombre;815
2020;2;Oficios del Hogar ;0;mujer;6593
2020;2;Otros;1;hombre;2291
2020;2;Otros;0;mujer;1389
2020;3;Estudiando ;1;hombre;2980
2020;3;Estudiando ;0;mujer;2743
2020;3;Oficios del Hogar ;1;hombre;1002
2020;3;Oficios del Hogar ;0;mujer;7052
2020;3;Otros;1;hombre;2530
2020;3;Otros;0;mujer;1422
2020;4;Estudiando ;1;hombre;2993
2020;4;Estudiando ;0;mujer;2763
2020;4;Oficios del Hogar ;1;hombre;1100
2020;4;Oficios del Hogar ;0;mujer;7256
2020;4;Otros;1;hombre;2483
2020;4;Otros;0;mujer;1384
2020;5;Estudiando ;1;hombre;3009
2020;5;Estudiando ;0;mujer;2745
2020;5;Oficios del Hogar ;1;hombre;933
2020;5;Oficios del Hogar ;0;mujer;7236
2020;5;Otros;1;hombre;2218
2020;5;Otros;0;mujer;1234
2020;6;Estudiando ;1;hombre;2931
2020;6;Estudiando ;0;mujer;2684
2020;6;Oficios del Hogar ;1;hombre;845
2020;6;Oficios del Hogar ;0;mujer;7129
2020;6;Otros;1;hombre;2065
2020;6;Otros;0;mujer;1195
2020;7;Estudiando ;1;hombre;2902
2020;7;Estudiando ;0;mujer;2703
2020;7;Oficios del Hogar ;1;hombre;752
2020;7;Oficios del Hogar ;0;mujer;6929
2020;7;Otros;1;hombre;2016
2020;7;Otros;0;mujer;1208
