year;dpto;nom_dpto;nom_ciu;sexo;Carro;Moto;Bicicleta
2017;27;Choco;Quibdo;mujer;0.010428231;0.13464113;0.11926133
2017;41;Huila;Neiva;hombre;0.14050075;0.59530407;0.29692581
2017;41;Huila;Neiva;mujer;0.12967595;0.54263765;0.27840382
2017;44;La Guajira;Riohacha;hombre;0.095623016;0.18386842;0.30432257
2017;44;La Guajira;Riohacha;mujer;0.098370291;0.17762925;0.27816862
2017;47;Magdalena;Santa Marta;hombre;0.063247494;0.34268081;0.33241862
2017;47;Magdalena;Santa Marta;mujer;0.058846738;0.31683379;0.31419617
2017;50;Meta;Villavicencio;hombre;0.15321612;0.53796232;0.39749742
2017;50;Meta;Villavicencio;mujer;0.1530395;0.51046777;0.37665325
2017;52;Nariño;Pasto;hombre;0.10583378;0.37750193;0.23430106
2017;52;Nariño;Pasto;mujer;0.10107792;0.33197144;0.2169898
2017;54;Norte de Santander;Cucuta;hombre;0.12258796;0.41827253;0.23660207
2017;54;Norte de Santander;Cucuta;mujer;0.1153835;0.38874111;0.22750419
2017;63;Quindio;Armenia;hombre;0.15571037;0.42143992;0.377022
2017;63;Quindio;Armenia;mujer;0.14604732;0.39939621;0.34423268
2017;66;Risaralda;Pereira;hombre;0.12395621;0.41106468;0.31749335
2017;66;Risaralda;Pereira;mujer;0.12466038;0.3624981;0.30009803
2017;68;Santander;Bucaramanga;hombre;0.1438874;0.3967073;0.19749828
2017;68;Santander;Bucaramanga;mujer;0.14437462;0.35789895;0.18312991
2017;70;Sucre;Sincelejo;hombre;0.041573483;0.44578758;0.23238668
2017;70;Sucre;Sincelejo;mujer;0.046262018;0.40749857;0.21900286
2017;73;Tolima;Ibague;hombre;0.1261501;0.41184044;0.37081882
2017;73;Tolima;Ibague;mujer;0.12045242;0.37970605;0.36772048
2017;76;Valle del Cauca;Cali;hombre;0.17158407;0.42498395;0.46839485
2017;76;Valle del Cauca;Cali;mujer;0.16494533;0.37579331;0.43874493
2018;5;Antioquia;Medellin;hombre;0.14807492;0.30643019;0.27368587
2018;5;Antioquia;Medellin;mujer;0.14254791;0.26959616;0.2599172
2018;8;Atlantico;Barranquilla;hombre;0.11021042;0.22380285;0.26728326
2018;8;Atlantico;Barranquilla;mujer;0.11286179;0.20464805;0.24938618
2018;11;Bogota;Bogota;hombre;0.24614233;0.15279274;0.4536804
2018;11;Bogota;Bogota;mujer;0.24154952;0.12543039;0.41469991
2018;13;Bolivar;Cartagena;hombre;0.054905932;0.23711987;0.15403707
2018;13;Bolivar;Cartagena;mujer;0.059177894;0.21761771;0.14424226
2018;15;Boyaca;Tunja;hombre;0.21267311;0.2414645;0.29463792
2018;15;Boyaca;Tunja;mujer;0.1917555;0.20441747;0.26251531
2018;17;Caldas;Manizales;hombre;0.13678481;0.36055753;0.34965512
2018;17;Caldas;Manizales;mujer;0.13386196;0.31952411;0.31970474
2018;18;Caqueta;Florencia;hombre;0.054143999;0.44909883;0.10395806
2018;18;Caqueta;Florencia;mujer;0.049960949;0.4191899;0.10018814
2018;19;Cauca;Popayan;hombre;0.066914923;0.3558628;0.20296098
2018;19;Cauca;Popayan;mujer;0.06611453;0.32175872;0.19058546
2018;20;Cesar;Valledupar;hombre;0.084112719;0.41344658;0.37239683
2018;20;Cesar;Valledupar;mujer;0.089591503;0.39727062;0.34493387
2018;23;Cordoba;Monteria;hombre;0.053512588;0.42972296;0.38059449
2018;23;Cordoba;Monteria;mujer;0.058058795;0.42382798;0.364887
2018;25;Cundinamarca;Cundinamarca;hombre;0.16030571;0.24430825;0.40187493
2018;25;Cundinamarca;Cundinamarca;mujer;0.15213218;0.21223442;0.37757054
2018;27;Choco;Quibdo;hombre;0.010581754;0.1279244;0.089654781
2018;27;Choco;Quibdo;mujer;0.008775846;0.11826142;0.095116578
2018;41;Huila;Neiva;hombre;0.13071819;0.57544386;0.26191163
2018;41;Huila;Neiva;mujer;0.12773269;0.55347896;0.25288808
2018;44;La Guajira;Riohacha;hombre;0.10514506;0.20369874;0.2524696
2018;44;La Guajira;Riohacha;mujer;0.10550258;0.17822041;0.22443914
2018;47;Magdalena;Santa Marta;hombre;0.062974006;0.33896127;0.31521291
2018;47;Magdalena;Santa Marta;mujer;0.062665746;0.31750017;0.30982974
2018;50;Meta;Villavicencio;hombre;0.15298548;0.5246411;0.3666082
2018;50;Meta;Villavicencio;mujer;0.14652716;0.49822193;0.34559774
2018;52;Nariño;Pasto;hombre;0.097016782;0.3742635;0.19409722
2018;52;Nariño;Pasto;mujer;0.092556871;0.3201848;0.17712791
2018;54;Norte de Santander;Cucuta;hombre;0.11634319;0.39796552;0.23186149
2018;54;Norte de Santander;Cucuta;mujer;0.11113095;0.37134597;0.21497244
2018;63;Quindio;Armenia;hombre;0.15154621;0.40701592;0.39811471
2018;63;Quindio;Armenia;mujer;0.13648506;0.37037814;0.38007388
2018;66;Risaralda;Pereira;hombre;0.13222343;0.40985623;0.31513816
2018;66;Risaralda;Pereira;mujer;0.13597949;0.36045212;0.30512959
2018;68;Santander;Bucaramanga;hombre;0.16399132;0.38804537;0.20284648
2018;68;Santander;Bucaramanga;mujer;0.16299491;0.35682201;0.19091411
2018;70;Sucre;Sincelejo;hombre;0.041716758;0.43610901;0.24552591
2018;70;Sucre;Sincelejo;mujer;0.044901259;0.39749199;0.21663396
2018;73;Tolima;Ibague;hombre;0.11197454;0.40294501;0.36022282
2018;73;Tolima;Ibague;mujer;0.10550239;0.37202927;0.33268833
2018;76;Valle del Cauca;Cali;hombre;0.17448756;0.41854858;0.45698938
2018;76;Valle del Cauca;Cali;mujer;0.16962089;0.3859275;0.43032944
2019;5;Antioquia;Medellin;hombre;0.14273016;0.28939596;0.24027108
2019;5;Antioquia;Medellin;mujer;0.14119057;0.25157398;0.21891019
2019;8;Atlantico;Barranquilla;hombre;0.11061288;0.21046717;0.23339385
2019;8;Atlantico;Barranquilla;mujer;0.11581697;0.18389219;0.21443607
2019;11;Bogota;Bogota;hombre;0.25023648;0.15578043;0.43378118
2019;11;Bogota;Bogota;mujer;0.23691179;0.12989007;0.39346272
2019;13;Bolivar;Cartagena;hombre;0.051172778;0.23763208;0.1547711
2019;13;Bolivar;Cartagena;mujer;0.05333548;0.21616976;0.14211275
2019;15;Boyaca;Tunja;hombre;0.1976584;0.21076284;0.25046024
2019;15;Boyaca;Tunja;mujer;0.17523496;0.17830631;0.23035358
2019;17;Caldas;Manizales;hombre;0.13522261;0.35412252;0.2845493
2019;17;Caldas;Manizales;mujer;0.13400653;0.31465876;0.25040415
2019;18;Caqueta;Florencia;hombre;0.061150655;0.51992023;0.14712952
2019;18;Caqueta;Florencia;mujer;0.055120394;0.50070834;0.13579042
2019;19;Cauca;Popayan;hombre;0.064594865;0.39615622;0.20192318
2019;19;Cauca;Popayan;mujer;0.060364388;0.33802381;0.18331017
2019;20;Cesar;Valledupar;hombre;0.088508002;0.4057166;0.35966966
2019;20;Cesar;Valledupar;mujer;0.093073823;0.39010862;0.34628648
2019;23;Cordoba;Monteria;hombre;0.056629781;0.48523241;0.40903455
2019;23;Cordoba;Monteria;mujer;0.060647752;0.46589363;0.38788906
2019;25;Cundinamarca;Cundinamarca;hombre;0.16342874;0.2725057;0.42317787
2019;25;Cundinamarca;Cundinamarca;mujer;0.15213378;0.23763491;0.39134201
2019;27;Choco;Quibdo;hombre;0.009409673;0.13545033;0.079853766
2019;27;Choco;Quibdo;mujer;0.008463395;0.12851147;0.084951334
2019;41;Huila;Neiva;hombre;0.13292825;0.57757878;0.3028408
2019;41;Huila;Neiva;mujer;0.12806629;0.55108643;0.29412323
2019;44;La Guajira;Riohacha;hombre;0.079782225;0.1911038;0.26011181
2019;44;La Guajira;Riohacha;mujer;0.079790048;0.17812839;0.22766028
2019;47;Magdalena;Santa Marta;hombre;0.058272947;0.33173338;0.31065145
2019;47;Magdalena;Santa Marta;mujer;0.061104029;0.31598282;0.28540856
2019;50;Meta;Villavicencio;hombre;0.14835636;0.5307948;0.37996376
2019;50;Meta;Villavicencio;mujer;0.14688595;0.50473738;0.36582375
2019;52;Nariño;Pasto;hombre;0.11388535;0.40029666;0.23381984
2019;52;Nariño;Pasto;mujer;0.10768527;0.34328273;0.21535465
2019;54;Norte de Santander;Cucuta;hombre;0.10959893;0.35489458;0.20394337
2019;54;Norte de Santander;Cucuta;mujer;0.1060361;0.32918495;0.19453171
2019;63;Quindio;Armenia;hombre;0.15977491;0.41917592;0.3602787
2019;63;Quindio;Armenia;mujer;0.14922148;0.38468346;0.33209771
2019;66;Risaralda;Pereira;hombre;0.12541102;0.40590727;0.31015062
2019;66;Risaralda;Pereira;mujer;0.11844505;0.35918936;0.28199163
2019;68;Santander;Bucaramanga;hombre;0.15490033;0.36192882;0.17933375
2019;68;Santander;Bucaramanga;mujer;0.1444342;0.32733542;0.16911331
2019;70;Sucre;Sincelejo;hombre;0.03826683;0.44795379;0.2255747
2019;70;Sucre;Sincelejo;mujer;0.040496901;0.41622603;0.20296758
2019;73;Tolima;Ibague;hombre;0.12310318;0.4315609;0.33757785
2019;73;Tolima;Ibague;mujer;0.11442474;0.39418659;0.30655235
2019;76;Valle del Cauca;Cali;hombre;0.1757995;0.42653501;0.45500886
2019;76;Valle del Cauca;Cali;mujer;0.16951774;0.38138506;0.41489545
